user_id,tenure_days,plan,primary_device,region,age_group,bundle_type,num_services,sessions_last_30d,active_days_last_30d,watch_time_last_30d,avg_session_duration_min,completion_rate,skip_rate,content_diversity_score,feature_usage_score,search_activity_last_30d,watchlist_additions_last_30d,days_since_last_session,sessions_per_active_day,watch_time_per_active_day,searches_per_session,watchlist_additions_per_session,will_churn_30d,signup_date,behavioral_segment,churn_probability,churn_date
U000315,604,individual,mobile,LATAM,45_54,standalone,3,19,10,687.2,32.57,0.8956,0.1659,0.7364,0.399,9,5,6,1.9,68.72,0.4737,0.2632,0,2023-11-05,casual,0.002696,
U000316,666,family,mobile,US,45_54,bundle,3,48,25,2251.62,41.39,0.773,0.3095,0.7054,0.7735,7,6,9,1.92,90.0648,0.1458,0.125,0,2023-09-04,power,0.000271,
U000317,663,student,mobile,LATAM,45_54,standalone,1,6,6,229.64,37.2,0.4243,0.6328,0.2496,0.1121,3,1,0,1.0,38.2733,0.5,0.1667,1,2023-09-07,at_risk,0.39047,2025-07-26
U000318,847,individual,desktop,APAC,25_34,standalone,2,17,12,949.61,51.67,0.6902,0.4551,0.5506,0.391,4,3,7,1.4167,79.1342,0.2353,0.1765,0,2023-03-07,casual,0.006831,
U000319,699,student,mobile,LATAM,25_34,bundle,3,13,9,508.6,39.4,0.6038,0.5051,0.4398,0.4187,6,5,2,1.4444,56.5111,0.4615,0.3846,0,2023-08-02,casual,0.019941,
U000320,309,family,tablet,LATAM,35_44,bundle,4,26,19,1565.66,60.26,0.8745,0.1497,0.8665,0.9864,12,4,2,1.3684,82.4032,0.4615,0.1538,0,2024-08-26,power,0.00023,
U000321,123,family,desktop,APAC,25_34,standalone,2,6,1,224.46,33.93,0.5366,0.5494,0.2743,0.4932,1,1,11,6.0,224.46,0.1667,0.1667,0,2025-02-28,passive,0.426858,
U000322,565,individual,tv,EU,25_34,standalone,1,4,1,101.82,18.37,0.356,0.6858,0.3002,0.2717,2,0,13,4.0,101.82,0.5,0.0,0,2023-12-14,at_risk,0.847693,
U000323,827,student,mobile,LATAM,18_24,standalone,4,18,9,1158.97,62.82,0.6438,0.5026,0.5017,0.5405,15,4,0,2.0,128.7744,0.8333,0.2222,0,2023-03-27,power,0.003045,
U000324,879,premium,tablet,LATAM,45_54,bundle,3,29,11,1741.71,70.74,0.8282,0.211,0.8776,1.0,10,5,9,2.6364,158.3373,0.3448,0.1724,0,2023-02-03,power,0.000522,
U000325,230,individual,tv,LATAM,35_44,bundle,4,20,12,1026.02,60.12,0.8914,0.1621,0.901,0.5694,12,7,2,1.6667,85.5017,0.6,0.35,0,2024-11-13,power,0.000395,
U000326,235,individual,mobile,US,18_24,standalone,2,6,1,106.29,23.93,0.4921,0.5194,0.361,0.3181,3,2,4,6.0,106.29,0.5,0.3333,1,2024-11-08,passive,0.26856,2025-07-15
U000327,62,student,tv,LATAM,35_44,standalone,1,0,1,10.0,29.75,0.6008,0.4142,0.181,0.0,1,0,16,0.0,10.0,0.0,0.0,1,2025-04-30,at_risk,0.966825,2025-07-17
U000328,153,individual,mobile,LATAM,45_54,bundle,2,12,7,331.75,35.96,0.6438,0.5326,0.4834,0.5574,5,4,1,1.7143,47.3929,0.4167,0.3333,0,2025-01-29,casual,0.01017,
U000329,513,individual,tv,US,45_54,bundle,3,22,16,937.46,52.03,0.7782,0.3164,0.4273,0.5059,6,2,16,1.375,58.5912,0.2727,0.0909,0,2024-02-04,casual,0.004185,
U000330,506,family,desktop,LATAM,25_34,bundle,3,12,7,309.85,19.1,0.4338,0.58,0.6642,0.4719,0,1,12,1.7143,44.2643,0.0,0.0833,0,2024-02-11,passive,0.134594,
U000331,353,family,tv,EU,35_44,bundle,1,12,7,471.15,31.18,0.6465,0.3704,0.3651,0.2828,3,4,23,1.7143,67.3071,0.25,0.3333,0,2024-07-13,passive,0.126263,
U000332,299,student,desktop,LATAM,25_34,standalone,2,21,10,1177.08,46.44,0.6252,0.4629,0.5281,0.4668,2,0,5,2.1,117.708,0.0952,0.0,0,2024-09-05,casual,0.01049,
U000333,752,individual,mobile,APAC,45_54,standalone,3,18,8,614.52,34.87,0.8561,0.2292,0.8818,0.795,15,10,1,2.25,76.815,0.8333,0.5556,0,2023-06-10,power,0.000662,
U000334,430,individual,tablet,US,45_54,standalone,4,16,6,545.24,23.91,0.7237,0.5134,0.5494,0.4953,6,4,5,2.6667,90.8733,0.375,0.25,0,2024-04-27,casual,0.017062,
U000335,733,student,tablet,APAC,18_24,standalone,2,9,3,131.32,15.09,0.4411,0.7152,0.3676,0.238,4,1,9,3.0,43.7733,0.4444,0.1111,1,2023-06-29,passive,0.5433,2025-07-24
U000336,868,family,mobile,EU,25_34,bundle,1,3,4,82.11,28.6,0.5528,0.356,0.2126,0.0,3,3,5,0.75,20.5275,1.0,1.0,0,2023-02-14,passive,0.345947,
U000337,306,individual,desktop,LATAM,18_24,bundle,2,10,5,251.82,23.86,0.5392,0.5205,0.3373,0.1069,2,1,25,2.0,50.364,0.2,0.1,1,2024-08-29,passive,0.22747,2025-07-14
U000338,206,premium,desktop,LATAM,25_34,bundle,3,9,5,157.48,12.92,0.4289,0.6566,0.2958,0.2222,2,2,5,1.8,31.496,0.2222,0.2222,0,2024-12-07,at_risk,0.252984,
U000339,859,individual,mobile,LATAM,18_24,standalone,3,16,11,886.53,57.56,0.6576,0.2731,0.8778,0.5742,4,3,2,1.4545,80.5936,0.25,0.1875,0,2023-02-23,casual,0.003371,
U000340,582,individual,tablet,US,45_54,bundle,2,16,10,458.67,33.87,0.7806,0.261,0.4729,0.6581,8,6,12,1.6,45.867,0.5,0.375,0,2023-11-27,casual,0.016125,
U000341,283,premium,mobile,LATAM,25_34,bundle,5,17,12,1023.05,54.94,0.9703,0.0438,0.8084,0.6987,9,4,3,1.4167,85.2542,0.5294,0.2353,0,2024-09-21,power,0.0004,
U000342,571,individual,mobile,US,35_44,standalone,2,4,2,128.43,29.66,0.3984,0.6129,0.2421,0.3273,1,1,21,2.0,64.215,0.25,0.25,1,2023-12-08,at_risk,0.762805,2025-07-10
U000343,478,student,mobile,EU,35_44,standalone,2,9,4,386.45,38.19,0.5316,0.5652,0.3244,0.3243,2,4,2,2.25,96.6125,0.2222,0.4444,1,2024-03-10,passive,0.142146,2025-07-27
U000344,818,individual,tv,LATAM,35_44,bundle,4,21,12,1930.64,69.13,0.6485,0.4757,0.5866,0.2134,5,4,2,1.75,160.8867,0.2381,0.1905,0,2023-04-05,casual,0.005278,
U000345,252,premium,mobile,US,25_34,standalone,4,12,8,832.08,52.36,0.6045,0.2944,0.7051,0.9115,11,3,0,1.5,104.01,0.9167,0.25,0,2024-10-22,power,0.001226,
U000346,893,individual,mobile,EU,45_54,bundle,2,9,7,304.28,35.37,0.6672,0.4641,0.3017,0.3078,4,1,8,1.2857,43.4686,0.4444,0.1111,0,2023-01-20,passive,0.043062,
U000347,845,individual,desktop,EU,35_44,standalone,3,10,5,139.99,12.46,0.6615,0.3697,0.4908,0.3476,3,0,33,2.0,27.998,0.3,0.0,0,2023-03-09,passive,0.264607,
U000348,187,individual,tv,LATAM,25_34,standalone,2,4,2,179.09,45.14,0.5211,0.5606,0.5378,0.517,2,1,4,2.0,89.545,0.5,0.25,0,2024-12-26,passive,0.284875,
U000349,173,individual,tablet,LATAM,18_24,bundle,2,6,5,421.54,59.2,0.6273,0.3954,0.3445,0.668,18,6,15,1.2,84.308,3.0,1.0,0,2025-01-09,casual,0.033332,
U000350,494,student,mobile,US,45_54,standalone,2,12,6,165.42,14.82,0.4882,0.613,0.1768,0.2407,0,2,10,2.0,27.57,0.0,0.1667,1,2024-02-23,at_risk,0.380519,2025-07-10
U000351,69,individual,mobile,LATAM,18_24,standalone,3,4,4,122.32,30.93,0.5102,0.5468,0.2247,0.5155,3,2,35,1.0,30.58,0.75,0.5,1,2025-04-23,passive,0.753537,2025-07-10
U000352,290,premium,tablet,US,18_24,standalone,1,3,1,95.49,31.6,0.6125,0.4839,0.4516,0.7545,6,1,7,3.0,95.49,2.0,0.3333,0,2024-09-14,passive,0.204114,
U000353,408,family,mobile,APAC,25_34,standalone,3,7,4,146.91,21.03,0.3908,0.5568,0.1781,0.1836,5,6,3,1.75,36.7275,0.7143,0.8571,0,2024-05-19,passive,0.270815,
U000354,874,student,mobile,LATAM,55_plus,standalone,2,6,6,82.95,16.74,0.3683,0.6619,0.2428,0.2825,1,0,12,1.0,13.825,0.1667,0.0,1,2023-02-08,at_risk,0.66707,2025-07-02
U000355,894,individual,desktop,LATAM,35_44,bundle,2,6,5,42.11,7.7,0.4966,0.5475,0.4614,0.2741,1,0,46,1.2,8.422,0.1667,0.0,0,2023-01-19,at_risk,0.863085,
U000356,161,student,mobile,LATAM,45_54,standalone,1,5,2,181.2,32.89,0.3009,0.8671,0.6271,0.0049,5,1,16,2.5,90.6,1.0,0.2,0,2025-01-21,passive,0.700365,
U000357,806,individual,tv,APAC,25_34,standalone,4,19,9,953.42,57.79,0.6542,0.4673,0.675,0.7088,7,4,5,2.1111,105.9356,0.3684,0.2105,0,2023-04-17,casual,0.005754,
U000358,109,family,tv,LATAM,45_54,standalone,3,7,5,353.31,59.36,0.7696,0.3394,0.6812,0.2905,12,4,9,1.4,70.662,1.7143,0.5714,0,2025-03-14,casual,0.026244,
U000359,682,individual,mobile,LATAM,25_34,bundle,1,6,5,135.47,25.56,0.4344,0.638,0.1901,0.3992,0,1,6,1.2,27.094,0.0,0.1667,0,2023-08-19,at_risk,0.453246,
U000360,766,family,tv,US,55_plus,standalone,2,5,3,207.55,31.86,0.5557,0.4951,0.5038,0.5422,3,3,7,1.6667,69.1833,0.6,0.6,1,2023-05-27,passive,0.190314,2025-07-02
U000361,805,individual,mobile,LATAM,35_44,bundle,5,23,10,1419.56,59.36,0.9138,0.021,0.558,0.8545,19,8,0,2.3,141.956,0.8261,0.3478,0,2023-04-18,power,0.000157,
U000362,224,family,mobile,LATAM,35_44,bundle,5,14,7,690.35,51.17,0.7579,0.3428,0.407,0.7349,6,11,5,2.0,98.6214,0.4286,0.7857,0,2024-11-19,power,0.002481,
U000363,808,premium,mobile,US,55_plus,standalone,1,6,4,140.0,29.2,0.4033,0.6023,0.5167,0.3781,1,1,3,1.5,35.0,0.1667,0.1667,0,2023-04-15,at_risk,0.562186,
U000364,131,family,tv,US,55_plus,standalone,3,5,2,189.28,38.49,0.4211,0.6425,0.3381,0.3705,2,0,30,2.5,94.64,0.4,0.0,1,2025-02-20,at_risk,0.746423,2025-07-23
U000365,481,premium,tv,LATAM,18_24,bundle,1,9,6,192.59,21.49,0.5668,0.4614,0.27,0.0,2,0,0,1.5,32.0983,0.2222,0.0,0,2024-03-07,at_risk,0.121615,
U000366,438,family,desktop,LATAM,25_34,standalone,3,15,9,748.82,46.48,0.6941,0.4646,0.4689,0.7491,5,3,1,1.6667,83.2022,0.3333,0.2,0,2024-04-19,casual,0.006175,
U000367,305,individual,tablet,US,35_44,bundle,1,5,8,129.56,28.34,0.6442,0.5588,0.241,0.1327,2,0,5,0.625,16.195,0.4,0.0,0,2024-08-30,passive,0.155976,
U000368,49,individual,mobile,LATAM,18_24,bundle,3,8,5,38.03,5.0,0.4966,0.5619,0.4103,0.5917,2,3,4,1.6,7.606,0.25,0.375,1,2025-05-13,at_risk,0.251033,2025-07-12
U000369,702,individual,desktop,APAC,25_34,bundle,2,10,7,353.06,37.93,0.889,0.0579,0.5989,0.1875,5,4,11,1.4286,50.4371,0.5,0.4,0,2023-07-30,casual,0.014013,
U000370,322,premium,tablet,LATAM,18_24,standalone,3,21,15,1237.11,55.3,0.7721,0.235,0.6909,0.744,9,3,5,1.4,82.474,0.4286,0.1429,0,2024-08-13,power,0.000925,
U000371,606,student,mobile,LATAM,35_44,standalone,2,4,4,217.19,44.85,0.5357,0.5961,0.3483,0.1193,2,1,23,1.0,54.2975,0.5,0.25,1,2023-11-03,at_risk,0.796599,2025-07-02
U000372,387,premium,mobile,US,35_44,standalone,4,27,15,1054.43,39.49,0.9051,0.1148,0.6659,0.7412,9,5,3,1.8,70.2953,0.3333,0.1852,0,2024-06-09,power,0.00023,
U000373,355,individual,mobile,US,18_24,standalone,3,6,3,242.18,33.94,0.4557,0.5409,0.2829,0.244,3,0,17,2.0,80.7267,0.5,0.0,1,2024-07-11,passive,0.3536,2025-07-08
U000374,801,family,mobile,LATAM,35_44,bundle,2,6,2,191.47,31.77,0.5083,0.5587,0.3725,0.389,5,3,5,3.0,95.735,0.8333,0.5,0,2023-04-22,passive,0.255336,
U000375,112,individual,tv,US,25_34,standalone,1,8,4,429.87,47.58,0.6323,0.3755,0.4465,0.4241,4,3,0,2.0,107.4675,0.5,0.375,0,2025-03-11,passive,0.039546,
U000376,671,premium,mobile,APAC,55_plus,bundle,3,26,11,894.27,29.68,0.7322,0.23,0.5894,0.6712,6,2,3,2.3636,81.2973,0.2308,0.0769,0,2023-08-30,casual,0.002484,
U000377,680,student,desktop,LATAM,18_24,bundle,3,10,5,174.47,17.13,0.626,0.4824,0.4191,0.1477,3,3,10,2.0,34.894,0.3,0.3,0,2023-08-21,passive,0.082144,
U000378,360,individual,tv,LATAM,45_54,standalone,2,18,10,923.15,43.53,0.7864,0.3008,0.5449,0.4068,3,4,8,1.8,92.315,0.1667,0.2222,0,2024-07-06,casual,0.003788,
U000379,258,premium,mobile,LATAM,55_plus,bundle,3,1,1,12.94,14.63,0.5784,0.4913,0.3728,0.2601,2,1,90,1.0,12.94,2.0,1.0,1,2024-10-16,at_risk,0.998527,2025-07-30
U000380,34,individual,desktop,LATAM,35_44,bundle,3,14,11,405.41,36.02,0.6967,0.3666,0.4702,0.3061,9,4,5,1.2727,36.8555,0.6429,0.2857,0,2025-05-28,casual,0.012139,
U000381,845,individual,tv,LATAM,35_44,standalone,4,10,6,463.47,46.31,0.6776,0.3793,0.3532,0.3014,5,2,6,1.6667,77.245,0.5,0.2,0,2023-03-09,passive,0.060805,
U000382,855,premium,mobile,EU,18_24,bundle,2,14,7,373.98,23.05,0.5651,0.4145,0.4015,0.1711,3,2,2,2.0,53.4257,0.2143,0.1429,0,2023-02-27,passive,0.039253,
U000383,239,family,mobile,APAC,25_34,standalone,4,19,16,931.2,51.8,0.7845,0.2414,0.7451,0.9682,11,5,0,1.1875,58.2,0.5789,0.2632,0,2024-11-04,power,0.000432,
U000384,57,student,tv,APAC,18_24,bundle,1,13,4,720.22,54.12,0.6305,0.4005,0.4107,0.5345,8,5,26,3.25,180.055,0.6154,0.3846,0,2025-05-05,casual,0.129613,
U000385,136,individual,tv,LATAM,35_44,bundle,3,4,1,165.84,38.81,0.4157,0.5746,0.2801,0.3712,1,5,9,4.0,165.84,0.25,1.25,0,2025-02-15,passive,0.264034,
U000386,88,individual,tv,LATAM,55_plus,bundle,3,12,8,828.82,63.28,0.854,0.2253,0.9315,0.4545,12,7,1,1.5,103.6025,1.0,0.5833,0,2025-04-04,power,0.001207,
U000387,753,individual,tablet,LATAM,18_24,standalone,5,17,9,620.29,37.31,0.9332,0.1192,0.7721,0.6482,8,4,4,1.8889,68.9211,0.4706,0.2353,0,2023-06-09,power,0.000516,
U000388,806,family,tv,LATAM,25_34,standalone,2,19,10,1131.45,49.52,0.7201,0.3273,0.7233,0.4739,4,6,21,1.9,113.145,0.2105,0.3158,0,2023-04-17,casual,0.015082,
U000389,163,student,tablet,US,35_44,bundle,2,6,7,248.73,37.07,0.4858,0.5419,0.05,0.2986,2,2,4,0.8571,35.5329,0.3333,0.3333,1,2025-01-19,at_risk,0.42118,2025-07-20
U000390,680,individual,tablet,LATAM,25_34,bundle,1,7,7,184.67,23.53,0.5651,0.5712,0.241,0.3188,5,2,0,1.0,26.3814,0.7143,0.2857,0,2023-08-21,passive,0.116138,
U000391,186,individual,tv,LATAM,35_44,standalone,2,9,6,455.39,41.93,0.8165,0.3023,0.8795,0.5632,5,0,4,1.5,75.8983,0.5556,0.0,0,2024-12-27,casual,0.01258,
U000392,349,premium,mobile,EU,25_34,bundle,2,9,2,209.89,20.64,0.5669,0.5696,0.2985,0.139,3,1,18,4.5,104.945,0.3333,0.1111,1,2024-07-17,at_risk,0.515487,2025-07-26
U000393,552,individual,tv,EU,35_44,standalone,3,17,6,712.45,46.75,0.709,0.3628,0.4492,0.5078,12,5,3,2.8333,118.7417,0.7059,0.2941,0,2023-12-27,casual,0.005881,
U000394,657,individual,mobile,APAC,18_24,bundle,2,18,14,1147.75,48.94,0.6196,0.4891,0.5656,0.5063,1,3,5,1.2857,81.9821,0.0556,0.1667,0,2023-09-13,casual,0.013082,
U000395,791,premium,tv,LATAM,35_44,standalone,1,23,19,1413.64,52.23,0.8139,0.35,0.5806,0.697,5,4,26,1.2105,74.4021,0.2174,0.1739,0,2023-05-02,casual,0.00282,
U000396,69,family,mobile,EU,35_44,standalone,3,14,8,535.01,33.41,0.605,0.3264,0.7492,0.6288,4,5,6,1.75,66.8762,0.2857,0.3571,0,2025-04-23,casual,0.007223,
U000397,201,individual,tv,LATAM,18_24,standalone,1,14,8,696.92,53.46,0.6036,0.4375,0.5138,0.6362,8,2,3,1.75,87.115,0.5714,0.1429,0,2024-12-12,casual,0.016121,
U000398,274,premium,mobile,LATAM,35_44,standalone,2,10,1,392.89,33.5,0.6002,0.3913,0.4337,0.589,2,5,12,10.0,392.89,0.2,0.5,0,2024-09-30,passive,0.118362,
U000399,300,individual,tv,LATAM,25_34,bundle,2,15,10,1214.29,71.39,0.7129,0.315,0.6466,0.8286,17,15,5,1.5,121.429,1.1333,1.0,0,2024-09-04,power,0.000859,
U000400,899,individual,mobile,US,35_44,bundle,3,13,5,322.52,21.78,0.5583,0.5,0.3471,0.2509,1,0,16,2.6,64.504,0.0769,0.0,0,2023-01-14,passive,0.132673,
U000401,707,individual,desktop,LATAM,35_44,bundle,4,16,11,604.83,42.27,0.6563,0.3867,0.5585,0.6727,12,4,11,1.4545,54.9845,0.75,0.25,0,2023-07-25,casual,0.005877,
U000402,309,student,mobile,EU,25_34,standalone,3,6,1,265.79,38.35,0.5983,0.4591,0.6438,0.4914,4,5,4,6.0,265.79,0.6667,0.8333,0,2024-08-26,casual,0.0665,
U000403,876,family,tv,LATAM,45_54,bundle,3,36,28,2679.01,66.08,0.9326,0.0597,0.8523,0.7483,7,7,0,1.2857,95.6789,0.1944,0.1944,0,2023-02-06,power,6.5e-05,
U000404,464,individual,tv,APAC,25_34,bundle,1,11,4,456.17,46.21,0.5429,0.6147,0.3162,0.1641,3,4,3,2.75,114.0425,0.2727,0.3636,0,2024-03-24,passive,0.09393,
U000405,466,premium,mobile,LATAM,25_34,bundle,2,10,8,299.58,30.58,0.5107,0.5053,0.1195,0.5262,5,1,14,1.25,37.4475,0.5,0.1,0,2024-03-22,passive,0.196306,
U000406,407,individual,tablet,US,25_34,bundle,3,16,9,664.92,45.24,0.6852,0.3845,0.4609,0.6255,5,0,15,1.7778,73.88,0.3125,0.0,0,2024-05-20,casual,0.016443,
U000407,155,student,desktop,APAC,25_34,standalone,4,15,11,822.0,58.79,0.7073,0.3152,0.7918,0.5445,10,3,8,1.3636,74.7273,0.6667,0.2,0,2025-01-27,power,0.001919,
U000408,843,individual,tablet,US,45_54,bundle,3,22,12,852.14,34.24,0.7946,0.3112,0.8515,0.5012,4,3,5,1.8333,71.0117,0.1818,0.1364,0,2023-03-11,casual,0.00352,
U000409,42,student,desktop,EU,35_44,standalone,1,5,1,115.05,18.24,0.2871,0.7657,0.3173,0.1669,4,0,0,5.0,115.05,0.8,0.0,0,2025-05-20,at_risk,0.567936,
U000410,181,premium,mobile,US,18_24,bundle,3,11,10,503.93,33.06,0.6734,0.359,0.7442,0.6466,6,0,2,1.1,50.393,0.5455,0.0,0,2025-01-01,casual,0.003258,
U000411,230,family,desktop,LATAM,25_34,standalone,2,10,5,420.69,43.3,0.5073,0.5016,0.2102,0.416,2,2,11,2.0,84.138,0.2,0.2,0,2024-11-13,passive,0.170446,
U000412,273,family,tablet,US,18_24,standalone,2,17,10,534.86,40.94,0.7419,0.3018,0.7328,0.4748,5,3,11,1.7,53.486,0.2941,0.1765,0,2024-10-01,casual,0.013643,
U000413,144,family,tablet,US,35_44,standalone,3,11,6,589.57,64.07,0.715,0.2847,0.6321,0.8287,15,10,4,1.8333,98.2617,1.3636,0.9091,0,2025-02-07,power,0.003566,
U000414,45,individual,tablet,LATAM,55_plus,bundle,2,4,3,119.67,41.01,0.5212,0.4228,0.489,0.0602,2,6,8,1.3333,39.89,0.5,1.5,1,2025-05-17,passive,0.404372,2025-07-18
U000415,620,student,tv,LATAM,35_44,standalone,3,10,8,345.71,43.36,0.7052,0.3358,0.6254,0.7902,6,6,2,1.25,43.2138,0.6,0.6,0,2023-10-20,casual,0.010679,
U000416,874,individual,tv,LATAM,25_34,standalone,3,39,16,2993.11,73.02,0.7521,0.182,1.0,0.6742,4,7,3,2.4375,187.0694,0.1026,0.1795,0,2023-02-08,power,0.000216,
U000417,136,family,tv,LATAM,18_24,bundle,2,5,3,186.34,35.45,0.5064,0.5647,0.1298,0.6011,0,1,18,1.6667,62.1133,0.0,0.2,1,2025-02-15,at_risk,0.539528,2025-07-20
U000418,288,individual,mobile,APAC,25_34,standalone,4,11,8,614.78,57.07,0.7777,0.3635,0.6102,0.896,13,13,1,1.375,76.8475,1.1818,1.1818,0,2024-09-16,power,0.002796,
U000419,471,student,tv,APAC,35_44,bundle,4,18,9,502.17,32.28,0.7496,0.3357,0.8194,0.4957,4,3,11,2.0,55.7967,0.2222,0.1667,0,2024-03-17,casual,0.006664,
U000420,837,family,mobile,US,45_54,bundle,3,19,11,421.72,22.58,0.6672,0.4376,0.2543,0.8759,6,4,3,1.7273,38.3382,0.3158,0.2105,0,2023-03-17,casual,0.005943,
U000421,634,individual,tv,LATAM,35_44,bundle,1,18,11,680.46,41.62,0.7083,0.3136,0.474,0.636,4,6,3,1.6364,61.86,0.2222,0.3333,0,2023-10-06,casual,0.003762,
U000422,697,individual,tv,LATAM,55_plus,standalone,2,11,7,431.79,38.47,0.6632,0.4243,0.3358,0.1013,2,7,10,1.5714,61.6843,0.1818,0.6364,0,2023-08-04,passive,0.098038,
U000423,536,student,mobile,LATAM,25_34,bundle,2,25,16,1152.51,60.32,0.8472,0.2564,0.785,0.7059,11,10,2,1.5625,72.0319,0.44,0.4,0,2024-01-12,power,0.001981,
U000424,393,individual,mobile,LATAM,18_24,bundle,1,9,6,214.52,29.04,0.631,0.4119,0.3257,0.2999,3,0,0,1.5,35.7533,0.3333,0.0,1,2024-06-03,at_risk,0.107707,2025-07-23
U000425,204,individual,mobile,EU,35_44,standalone,1,7,6,90.31,15.34,0.7265,0.4112,0.1746,0.4263,2,0,7,1.1667,15.0517,0.2857,0.0,0,2024-12-09,passive,0.167879,
U000426,782,premium,tv,US,25_34,bundle,3,4,3,103.27,21.32,0.4932,0.5677,0.0589,0.131,1,2,33,1.3333,34.4233,0.25,0.5,1,2023-05-11,at_risk,0.813774,2025-07-20
U000427,730,family,mobile,LATAM,25_34,standalone,1,2,2,30.85,21.0,0.5238,0.4835,0.3409,0.0193,2,0,8,1.0,15.425,1.0,0.0,1,2023-07-02,at_risk,0.790949,2025-07-21
U000428,51,student,mobile,LATAM,18_24,standalone,3,3,2,115.35,37.38,0.4786,0.5411,0.5383,0.3679,1,1,1,1.5,57.675,0.3333,0.3333,1,2025-05-11,at_risk,0.636633,2025-07-29
U000429,653,family,mobile,APAC,35_44,bundle,1,8,2,131.36,17.81,0.536,0.5014,0.3981,0.5266,6,1,6,4.0,65.68,0.75,0.125,0,2023-09-17,passive,0.093932,
U000430,103,family,mobile,LATAM,25_34,bundle,1,6,5,128.82,22.84,0.8222,0.3416,0.233,0.3092,5,3,8,1.2,25.764,0.8333,0.5,0,2025-03-20,casual,0.038394,
U000431,673,family,mobile,LATAM,55_plus,standalone,2,9,10,264.91,35.36,0.8038,0.2672,0.7223,0.6458,7,1,6,0.9,26.491,0.7778,0.1111,0,2023-08-28,casual,0.004939,
U000432,749,premium,mobile,LATAM,45_54,bundle,1,6,4,164.77,34.0,0.8121,0.3456,0.3805,0.438,2,1,4,1.5,41.1925,0.3333,0.1667,0,2023-06-13,passive,0.095185,
U000433,144,family,tv,LATAM,35_44,bundle,4,14,6,707.5,50.58,0.7142,0.344,0.6303,0.585,8,5,5,2.3333,117.9167,0.5714,0.3571,0,2025-02-07,casual,0.006662,
U000434,407,individual,tablet,US,25_34,standalone,1,7,4,151.42,24.21,0.3405,0.7124,0.075,0.291,0,3,11,1.75,37.855,0.0,0.4286,1,2024-05-20,passive,0.453075,2025-07-04
U000435,137,individual,desktop,US,18_24,standalone,5,24,13,1440.59,58.62,0.6967,0.3711,0.6192,0.9329,16,10,5,1.8462,110.8146,0.6667,0.4167,0,2025-02-14,power,0.001679,
U000436,524,individual,mobile,US,35_44,standalone,2,5,2,43.56,9.94,0.4257,0.6042,0.1429,0.3575,3,2,10,2.5,21.78,0.6,0.4,1,2024-01-24,at_risk,0.53254,2025-07-16
U000437,837,individual,mobile,LATAM,18_24,bundle,3,23,19,671.73,36.77,0.7014,0.3702,0.4616,0.6081,7,5,0,1.2105,35.3542,0.3043,0.2174,0,2023-03-17,casual,0.001807,
U000438,100,premium,mobile,APAC,25_34,standalone,2,6,3,204.4,27.63,0.4755,0.6104,0.2368,0.3923,4,1,4,2.0,68.1333,0.6667,0.1667,0,2025-03-23,at_risk,0.509275,
U000439,376,family,tv,US,18_24,standalone,5,14,7,555.42,56.84,0.8822,0.2164,0.6783,0.7909,5,8,0,2.0,79.3457,0.3571,0.5714,0,2024-06-20,power,0.001228,
U000440,877,individual,mobile,EU,35_44,bundle,3,14,8,777.52,63.51,0.7667,0.2779,0.4937,0.5904,20,9,4,1.75,97.19,1.4286,0.6429,0,2023-02-05,power,0.003856,
U000441,292,premium,mobile,LATAM,35_44,bundle,1,2,4,38.93,21.61,0.5538,0.4583,0.3062,0.3206,3,0,7,0.5,9.7325,1.5,0.0,0,2024-09-12,at_risk,0.670963,
U000442,145,family,tv,APAC,35_44,standalone,2,5,6,30.5,7.04,0.4425,0.6274,0.0892,0.3033,3,2,7,0.8333,5.0833,0.6,0.4,1,2025-02-06,at_risk,0.440652,2025-07-27
U000443,455,individual,mobile,US,35_44,bundle,1,10,5,336.13,27.24,0.6658,0.4323,0.7069,0.3988,5,2,28,2.0,67.226,0.5,0.2,1,2024-04-02,passive,0.127776,2025-07-07
U000444,472,premium,tv,US,25_34,standalone,2,8,8,182.67,24.43,0.6111,0.4959,0.1453,0.2029,3,2,2,1.0,22.8337,0.375,0.25,0,2024-03-16,at_risk,0.153527,
U000445,607,individual,tv,LATAM,25_34,standalone,3,13,7,953.45,52.95,0.7302,0.2846,0.6826,0.6615,5,2,8,1.8571,136.2071,0.3846,0.1538,0,2023-11-02,casual,0.007913,
U000446,303,individual,tablet,LATAM,25_34,standalone,2,2,1,69.88,36.15,0.3193,0.7249,0.3023,0.1033,1,0,6,2.0,69.88,0.5,0.0,1,2024-09-01,at_risk,0.775948,2025-07-26
U000447,862,individual,mobile,EU,35_44,bundle,2,18,12,465.19,30.16,0.6515,0.2957,0.4361,0.5691,3,2,1,1.5,38.7658,0.1667,0.1111,0,2023-02-20,casual,0.003991,
U000448,483,premium,mobile,LATAM,18_24,standalone,3,16,5,881.67,40.93,0.6545,0.4362,0.6746,0.3261,3,3,2,3.2,176.334,0.1875,0.1875,0,2024-03-05,casual,0.011616,
U000449,279,individual,tv,US,45_54,bundle,2,18,14,700.4,41.77,0.9391,0.0765,0.5931,0.2564,3,3,14,1.2857,50.0286,0.1667,0.1667,0,2024-09-25,casual,0.002819,
