user_id,signup_date,tenure_days,behavioral_segment,plan,primary_device,region,age_group,bundle_type,num_services,sessions_last_30d,active_days_last_30d,watch_time_last_30d,avg_session_duration_min,completion_rate,skip_rate,content_diversity_score,feature_usage_score,search_activity_last_30d,watchlist_additions_last_30d,days_since_last_session,churn_probability,will_churn_30d,churn_date
U001951,2023-12-20,559,at_risk,family,mobile,EU,25_34,bundle,2,3,2,84.95,24.71,0.6023,0.3568,0.2105,0.2338,1,0,5,0.395758,0,
U001952,2025-03-31,92,power,premium,tablet,LATAM,35_44,standalone,4,15,10,867.4,64.7,0.7445,0.4128,0.6493,0.5437,12,7,6,0.004457,0,
U001953,2024-04-22,435,passive,family,mobile,LATAM,45_54,bundle,3,7,5,176.19,26.59,0.7024,0.385,0.4757,0.4332,1,5,5,0.047494,0,
U001954,2023-02-07,875,passive,family,mobile,US,25_34,standalone,4,9,5,217.66,22.89,0.533,0.5184,0.4432,0.1893,4,4,33,0.423267,1,2025-07-23
U001955,2024-06-18,378,casual,student,tv,US,18_24,bundle,3,3,2,120.53,40.99,0.6717,0.3763,0.5049,0.583,11,4,5,0.029819,0,
U001956,2024-02-27,490,casual,student,tablet,LATAM,25_34,standalone,3,13,9,528.56,45.78,0.5987,0.4243,0.5281,0.561,8,4,2,0.014296,0,
U001957,2024-02-24,493,passive,individual,tv,EU,18_24,standalone,2,7,2,485.93,57.5,0.6427,0.4385,0.1223,0.5299,0,4,1,0.143229,0,
U001958,2023-11-04,605,casual,family,tablet,LATAM,18_24,standalone,3,18,13,596.97,38.06,0.7782,0.3072,0.5353,0.5696,6,5,0,0.00255,0,
U001959,2024-12-20,193,at_risk,student,tablet,LATAM,45_54,standalone,3,3,1,32.03,11.9,0.3652,0.542,0.3466,0.1198,0,2,2,0.654189,1,2025-07-03
U001960,2023-06-01,761,casual,premium,tv,LATAM,45_54,bundle,2,16,7,1414.37,61.35,0.5394,0.5534,0.3146,0.5744,7,3,17,0.019204,0,
U001961,2023-01-22,891,power,family,mobile,US,35_44,standalone,3,28,5,1701.24,56.99,0.8246,0.2919,0.8285,0.6227,8,7,1,0.000804,0,
U001962,2025-01-28,154,passive,individual,mobile,US,45_54,bundle,4,7,3,159.84,26.79,0.6497,0.4522,0.3632,0.3094,3,3,2,0.099282,0,
U001963,2023-06-20,742,casual,premium,tv,EU,55_plus,standalone,2,21,17,591.5,28.67,0.7083,0.4105,0.5097,0.4214,9,5,2,0.005459,0,
U001964,2023-06-21,741,power,individual,tv,US,35_44,standalone,5,24,18,1721.83,68.39,0.9857,0.0558,0.5485,0.9222,13,2,4,0.000352,0,
U001965,2023-08-26,675,passive,family,mobile,LATAM,55_plus,bundle,2,7,5,120.23,37.6,0.7364,0.355,0.2599,0.2397,5,1,6,0.109222,0,
U001966,2024-07-13,353,casual,individual,mobile,US,55_plus,bundle,3,13,8,522.13,42.11,0.6423,0.4579,0.558,0.4776,5,4,2,0.00875,0,
U001967,2024-04-19,438,power,individual,mobile,LATAM,25_34,standalone,3,33,21,1387.06,36.17,0.6687,0.3788,0.7439,0.6695,11,5,3,0.000652,0,
U001968,2023-06-02,760,passive,student,mobile,US,55_plus,bundle,4,4,2,135.86,33.47,0.6931,0.4142,0.2369,0.2452,2,2,5,0.197348,0,
U001969,2025-01-19,163,passive,individual,tv,LATAM,55_plus,bundle,2,3,4,145.52,50.66,0.5734,0.4467,0.5307,0.0,0,3,4,0.25371,0,
U001970,2023-06-11,751,passive,family,tablet,LATAM,25_34,bundle,2,6,5,203.49,36.16,0.6061,0.6085,0.1289,0.1373,6,1,26,0.415088,1,2025-07-10
U001971,2023-03-23,831,casual,premium,tablet,US,35_44,bundle,2,18,7,705.48,52.92,0.5183,0.533,0.5526,0.5697,3,5,6,0.008439,0,
U001972,2023-10-17,623,casual,premium,desktop,US,25_34,standalone,1,20,15,841.45,40.8,0.7415,0.4314,0.4625,0.4811,5,4,2,0.00316,0,
U001973,2024-08-08,327,at_risk,student,tv,EU,25_34,bundle,3,0,2,10.0,49.18,0.3911,0.6649,0.4264,0.2179,0,0,17,0.956098,1,2025-07-27
U001974,2024-01-31,517,passive,premium,mobile,EU,35_44,bundle,1,7,5,175.31,25.21,0.5683,0.5961,0.05,0.2015,0,3,0,0.251701,0,
U001975,2025-04-19,73,power,student,tv,LATAM,18_24,standalone,4,9,6,747.73,73.95,0.9025,0.1133,0.6977,0.6451,11,2,5,0.001896,0,
U001976,2023-03-13,841,at_risk,student,tablet,LATAM,35_44,bundle,2,6,1,109.16,20.16,0.4979,0.5508,0.4164,0.0596,1,1,73,0.967309,1,2025-07-05
U001977,2024-08-07,328,power,family,tv,LATAM,25_34,standalone,4,24,10,1651.46,68.36,0.9477,0.1029,0.5791,0.6053,10,4,8,0.000354,0,
U001978,2025-04-13,79,passive,premium,tv,LATAM,18_24,standalone,2,4,2,191.73,43.33,0.7343,0.3599,0.3618,0.3867,1,0,22,0.490858,1,2025-07-15
U001979,2023-07-11,721,passive,premium,tv,LATAM,35_44,standalone,3,15,10,452.28,30.81,0.5601,0.5317,0.3605,0.3242,2,0,11,0.052657,1,2025-07-02
U001980,2023-11-07,602,at_risk,family,mobile,LATAM,55_plus,standalone,3,4,6,79.55,18.05,0.4337,0.6412,0.3915,0.1522,4,2,60,0.954496,1,2025-07-28
U001981,2023-12-07,572,at_risk,individual,mobile,US,18_24,standalone,2,6,1,107.15,26.85,0.4879,0.6159,0.1943,0.2573,3,1,8,0.700022,0,
U001982,2025-04-15,77,casual,student,mobile,LATAM,25_34,bundle,2,8,8,320.93,37.25,0.7831,0.2824,0.4528,0.5533,8,1,0,0.011387,0,
U001983,2023-08-18,683,passive,student,mobile,LATAM,18_24,standalone,2,12,9,631.16,47.84,0.5013,0.6134,0.3691,0.3147,2,2,9,0.090127,0,
U001984,2023-11-24,585,casual,individual,desktop,LATAM,25_34,standalone,3,10,5,482.54,50.25,0.7808,0.2192,0.6379,0.4284,1,4,2,0.006947,0,
U001985,2023-07-11,721,passive,individual,mobile,EU,25_34,standalone,2,11,4,173.83,15.74,0.4601,0.6705,0.5101,0.2482,4,1,1,0.180701,0,
U001986,2023-06-12,750,passive,student,mobile,LATAM,25_34,bundle,1,8,6,325.95,35.97,0.6902,0.3462,0.2648,0.3026,3,0,44,0.402581,1,2025-07-25
U001987,2024-11-29,214,power,individual,tablet,APAC,35_44,standalone,4,19,15,1233.71,58.17,0.9304,0.021,0.6106,0.9311,9,9,1,0.000162,0,
U001988,2024-11-30,213,power,individual,tablet,EU,25_34,bundle,3,12,9,833.38,72.21,0.8763,0.1337,1.0,0.6216,11,4,2,0.000854,0,
U001989,2023-03-20,834,power,family,tv,EU,45_54,standalone,4,21,13,1060.29,54.1,0.7889,0.2892,0.7742,0.7272,14,5,6,0.000949,0,
U001990,2024-02-25,492,power,individual,mobile,US,18_24,bundle,5,31,17,1644.1,39.4,0.6592,0.4522,0.7142,0.954,16,7,1,0.0002,0,
U001991,2024-05-16,411,casual,individual,mobile,EU,55_plus,bundle,1,23,9,1829.07,55.12,0.7388,0.3988,0.5985,0.4049,4,5,0,0.004649,0,
U001992,2024-09-24,280,at_risk,family,tv,LATAM,25_34,bundle,4,3,2,44.72,17.32,0.4258,0.6339,0.3522,0.3355,3,1,5,0.600005,1,2025-07-28
U001993,2023-11-23,586,casual,family,tablet,US,18_24,bundle,2,18,10,630.12,41.45,0.8651,0.2177,0.5952,0.4493,10,5,2,0.002195,0,
U001994,2023-08-15,686,passive,individual,mobile,LATAM,18_24,bundle,3,7,6,207.9,33.24,0.6154,0.5318,0.4562,0.3116,5,2,18,0.229854,0,
U001995,2025-05-30,32,at_risk,student,desktop,LATAM,35_44,standalone,3,1,1,22.16,24.63,0.3436,0.6501,0.05,0.2429,2,0,14,0.940935,1,2025-07-09
U001996,2024-02-06,511,passive,premium,tv,APAC,55_plus,standalone,2,5,2,162.43,35.25,0.3899,0.6353,0.1956,0.3575,4,2,7,0.27847,0,
U001997,2023-01-18,895,casual,family,tv,US,35_44,standalone,3,11,8,676.02,62.57,0.7433,0.3028,0.3709,0.5055,5,0,3,0.010383,0,
U001998,2024-09-30,274,at_risk,individual,mobile,LATAM,25_34,bundle,2,4,3,64.55,23.06,0.2875,0.8585,0.3295,0.1218,4,1,5,0.822278,1,2025-07-26
U001999,2024-09-30,274,passive,individual,desktop,LATAM,45_54,standalone,1,8,3,418.29,47.63,0.6398,0.4566,0.2512,0.1923,3,1,35,0.512673,1,2025-07-06
U002000,2023-04-29,794,passive,individual,tv,LATAM,25_34,bundle,3,10,5,383.66,33.69,0.6038,0.4957,0.5376,0.2943,3,1,20,0.077755,0,
U002001,2025-04-08,84,at_risk,student,mobile,EU,35_44,bundle,2,2,2,56.65,25.42,0.2568,0.8835,0.251,0.309,0,0,2,0.893921,1,2025-07-31
U002002,2024-06-20,376,passive,student,mobile,EU,25_34,standalone,4,11,5,323.71,25.82,0.5405,0.2949,0.3835,0.4152,3,3,5,0.05254,0,
U002003,2024-04-28,429,casual,premium,mobile,LATAM,45_54,standalone,4,8,4,396.98,54.03,0.57,0.4633,0.3871,0.053,6,2,6,0.026892,0,
U002004,2023-07-08,724,at_risk,individual,mobile,LATAM,45_54,standalone,1,4,5,66.67,16.52,0.5593,0.5186,0.3997,0.1632,2,0,13,0.574013,0,
U002005,2025-02-09,142,casual,student,mobile,LATAM,18_24,standalone,3,14,10,901.59,50.74,0.7411,0.3209,0.6255,0.6349,6,7,0,0.005035,0,
U002006,2024-05-19,408,at_risk,family,mobile,US,18_24,standalone,3,5,1,97.52,17.26,0.3063,0.6966,0.168,0.1739,2,1,12,0.750269,0,
U002007,2025-01-20,162,power,individual,tv,US,35_44,standalone,5,11,9,734.84,64.24,0.6343,0.249,0.7591,0.8746,6,11,1,0.001296,0,
U002008,2023-07-16,716,power,family,tv,US,35_44,standalone,3,22,8,1387.87,56.07,0.9785,0.1166,0.6662,0.7962,16,11,3,0.000303,0,
U002009,2023-11-29,580,casual,individual,tv,US,35_44,standalone,3,5,5,227.66,50.21,0.6754,0.3146,0.4385,0.6241,5,3,3,0.046582,0,
U002010,2024-03-26,462,power,student,tv,LATAM,35_44,standalone,4,21,8,1083.84,49.35,0.8345,0.1494,0.7612,0.8148,15,4,3,0.000467,0,
U002011,2024-06-24,372,at_risk,student,mobile,LATAM,18_24,standalone,2,7,7,190.63,23.48,0.4829,0.5968,0.3322,0.4342,1,2,5,0.156418,0,
U002012,2025-01-19,163,power,premium,mobile,LATAM,35_44,bundle,3,21,9,954.9,45.76,0.726,0.3785,0.8784,0.8242,15,4,1,0.00137,0,
U002013,2023-03-22,832,passive,family,tv,US,18_24,standalone,3,12,9,534.64,49.84,0.6427,0.3968,0.2481,0.2314,2,1,74,0.761431,1,2025-07-25
U002014,2023-11-15,594,casual,family,tablet,US,35_44,bundle,4,18,13,759.71,36.72,0.8431,0.1778,0.695,0.5396,3,5,9,0.003159,0,
U002015,2024-08-28,307,at_risk,student,mobile,APAC,25_34,standalone,2,5,1,39.89,12.22,0.4721,0.5785,0.4145,0.4805,3,2,1,0.630815,1,2025-07-15
U002016,2024-06-06,390,casual,family,desktop,LATAM,25_34,standalone,2,14,11,925.38,55.82,0.7468,0.2178,0.6715,0.4709,1,5,6,0.005389,0,
U002017,2023-09-08,662,power,individual,tablet,APAC,45_54,standalone,4,22,11,1453.13,49.96,0.7645,0.2398,0.6212,0.9128,5,6,7,0.001854,0,
U002018,2023-09-14,656,power,family,tablet,LATAM,25_34,standalone,3,22,10,1050.97,39.17,0.99,0.0455,0.6274,0.8934,9,2,8,0.000558,0,
U002019,2024-04-26,431,passive,individual,tv,LATAM,25_34,bundle,2,5,3,344.68,61.02,0.5897,0.3695,0.4153,0.1525,4,1,32,0.411247,0,
U002020,2024-09-11,293,at_risk,family,mobile,LATAM,45_54,bundle,2,4,1,71.18,17.81,0.3786,0.6788,0.33,0.1731,1,1,62,0.980818,1,2025-07-24
U002021,2023-11-05,604,at_risk,student,desktop,LATAM,35_44,standalone,3,5,1,149.88,31.81,0.528,0.5603,0.281,0.2419,4,1,6,0.48199,1,2025-07-25
U002022,2023-11-06,603,casual,student,desktop,LATAM,45_54,bundle,4,22,11,1089.23,56.13,0.7213,0.3172,0.5045,0.5427,3,3,3,0.004014,0,
U002023,2023-12-27,552,casual,family,tablet,LATAM,45_54,bundle,3,23,12,1750.99,56.11,0.775,0.2526,0.4287,0.747,5,3,2,0.001181,0,
U002024,2025-03-30,93,power,student,desktop,US,35_44,bundle,3,26,19,1314.34,64.45,0.885,0.1724,0.7936,0.9542,8,6,3,0.000218,0,
U002025,2024-04-16,441,casual,student,desktop,EU,18_24,standalone,3,14,10,568.66,32.34,0.7006,0.3174,0.4211,0.3231,5,7,2,0.010411,0,
U002026,2023-12-15,564,passive,premium,tablet,EU,18_24,standalone,2,6,9,135.96,24.86,0.61,0.3727,0.1326,0.1399,2,1,10,0.327707,1,2025-07-27
U002027,2023-02-25,857,casual,individual,mobile,EU,25_34,standalone,3,7,7,349.94,50.66,0.5832,0.4669,0.4218,0.742,10,2,15,0.050502,0,
U002028,2024-03-01,487,passive,individual,tv,US,18_24,standalone,2,5,4,143.21,39.47,0.5039,0.6464,0.2766,0.2868,3,1,0,0.333302,0,
U002029,2024-08-07,328,at_risk,family,tv,APAC,25_34,bundle,2,3,1,70.02,23.08,0.4328,0.6321,0.2233,0.4539,2,3,70,0.993169,1,2025-07-06
U002030,2024-02-03,514,power,family,tablet,LATAM,25_34,standalone,5,30,19,1566.72,65.09,0.8794,0.0613,0.7256,0.7732,5,5,1,0.000206,0,
U002031,2024-12-29,184,casual,student,tv,APAC,18_24,standalone,3,3,3,215.46,60.8,0.6906,0.3214,0.4428,0.6326,1,2,2,0.095516,1,2025-07-09
U002032,2025-03-15,108,casual,individual,tv,LATAM,25_34,bundle,2,10,6,453.58,50.2,0.7168,0.3164,0.6487,0.4712,7,8,14,0.015912,0,
U002033,2023-10-20,620,power,individual,desktop,LATAM,25_34,standalone,3,23,18,1042.58,45.68,0.8125,0.2923,0.8117,0.796,9,6,1,0.000355,0,
U002034,2023-01-25,888,power,individual,mobile,US,18_24,standalone,4,32,27,2459.75,62.7,0.7134,0.4097,0.6182,0.8889,10,3,1,0.000267,0,
U002035,2023-05-27,766,passive,family,mobile,LATAM,35_44,standalone,2,10,6,439.71,47.54,0.4756,0.5719,0.3782,0.3268,2,0,13,0.124998,0,
U002036,2024-01-10,538,power,premium,tv,LATAM,55_plus,standalone,5,33,21,1586.41,56.82,0.9751,0.0818,0.736,0.6024,9,4,4,0.00018,0,
U002037,2025-04-27,65,passive,student,mobile,LATAM,35_44,standalone,2,4,1,80.93,18.97,0.3979,0.7348,0.3381,0.37,4,1,9,0.718742,1,2025-07-06
U002038,2023-01-23,890,at_risk,student,mobile,EU,55_plus,bundle,2,3,1,131.92,41.96,0.39,0.6124,0.3129,0.0982,2,0,4,0.769314,0,
U002039,2024-05-06,421,at_risk,family,tv,EU,18_24,standalone,3,1,1,38.53,38.65,0.5011,0.5861,0.2742,0.3316,2,3,29,0.908402,1,2025-07-31
U002040,2024-09-22,282,passive,individual,desktop,LATAM,45_54,bundle,1,4,2,138.55,43.23,0.493,0.4952,0.3062,0.2036,7,0,7,0.247586,0,
U002041,2023-04-16,807,power,family,mobile,LATAM,25_34,standalone,2,25,18,1589.7,58.86,0.9493,0.1183,0.7331,0.51,12,9,0,0.000236,0,
U002042,2023-08-21,680,power,student,mobile,US,25_34,bundle,5,25,14,1679.6,62.86,0.9263,0.0647,0.9877,0.7995,19,7,5,0.000132,0,
U002043,2023-08-19,682,casual,student,tv,LATAM,35_44,bundle,3,12,6,490.98,41.19,0.8746,0.0949,0.4799,0.4943,6,2,9,0.003129,0,
U002044,2024-10-03,271,at_risk,family,tv,LATAM,45_54,standalone,3,6,4,157.4,25.11,0.4416,0.547,0.266,0.4305,1,2,7,0.410809,0,
U002045,2023-01-20,893,at_risk,premium,mobile,LATAM,18_24,bundle,4,1,1,10.0,5.02,0.4536,0.662,0.4598,0.3265,7,1,23,0.909184,1,2025-07-31
U002046,2024-05-03,424,casual,student,mobile,US,25_34,standalone,3,9,8,317.88,38.72,0.6598,0.4224,0.7579,0.7,4,8,13,0.02731,0,
U002047,2024-02-25,492,casual,premium,tv,LATAM,45_54,standalone,2,14,11,796.19,60.01,0.8307,0.2492,0.4282,0.7932,8,6,2,0.004277,0,
U002048,2023-08-17,684,casual,individual,desktop,LATAM,35_44,bundle,2,8,8,405.83,37.53,0.6285,0.3661,0.4866,0.5221,6,4,6,0.018085,0,
U002049,2023-11-05,604,casual,student,mobile,LATAM,25_34,standalone,3,5,1,125.39,26.03,0.5752,0.5386,0.3011,0.4395,10,5,1,0.172744,0,
U002050,2025-01-02,180,at_risk,individual,tv,US,18_24,bundle,1,9,7,287.67,28.75,0.5144,0.4859,0.2477,0.3838,6,1,22,0.319301,0,
U002051,2024-09-11,293,casual,individual,tablet,LATAM,18_24,standalone,2,12,8,627.0,50.86,0.7987,0.2896,0.7548,0.4545,8,2,12,0.009154,0,
U002052,2024-07-22,344,casual,family,mobile,US,25_34,standalone,3,12,10,497.6,37.05,0.718,0.4609,0.6368,0.2676,5,3,3,0.013646,0,
U002053,2023-02-27,855,casual,individual,tablet,EU,25_34,standalone,2,16,10,630.96,38.65,0.7784,0.2883,0.4674,0.5225,7,3,6,0.003694,0,
U002054,2023-09-18,652,power,individual,mobile,LATAM,25_34,bundle,4,19,5,677.05,30.22,0.8247,0.1698,0.7905,0.4964,9,7,2,0.000626,0,
U002055,2024-07-17,349,casual,individual,mobile,LATAM,45_54,bundle,3,18,9,838.45,42.03,0.7025,0.3642,0.4357,0.5013,4,1,13,0.015469,0,
U002056,2023-09-01,669,at_risk,family,mobile,LATAM,35_44,bundle,1,9,8,236.4,21.72,0.3749,0.7906,0.3463,0.0615,3,0,23,0.623306,1,2025-07-26
U002057,2023-08-28,673,power,premium,mobile,APAC,18_24,bundle,2,28,25,1399.13,44.36,0.7747,0.3094,0.8917,0.6453,19,8,5,0.000197,0,
U002058,2024-06-23,373,passive,individual,tablet,US,18_24,bundle,3,16,13,434.15,25.67,0.4667,0.6417,0.2182,0.286,4,2,11,0.059929,0,
U002059,2024-06-15,381,casual,individual,tv,EU,45_54,standalone,3,20,3,904.08,51.57,0.7069,0.3756,0.6639,0.5481,4,4,5,0.007764,0,
U002060,2023-04-15,808,power,premium,tablet,EU,55_plus,bundle,4,37,20,2068.34,62.18,0.801,0.251,0.9798,0.4396,12,4,2,0.00034,0,
U002061,2024-01-29,519,power,student,tablet,APAC,55_plus,standalone,4,30,17,1433.22,46.13,0.7353,0.3504,0.6369,0.9994,8,4,0,0.000418,0,
U002062,2025-01-22,160,casual,family,mobile,EU,35_44,standalone,3,10,10,259.95,34.48,0.8078,0.3553,0.346,0.7645,6,6,8,0.02797,0,
U002063,2023-09-14,656,power,individual,desktop,LATAM,55_plus,bundle,4,24,17,1663.4,64.96,0.884,0.1751,0.8192,0.5338,7,5,0,0.000303,0,
U002064,2024-01-05,543,casual,premium,tablet,US,18_24,bundle,3,31,25,1243.87,42.68,0.8017,0.2295,0.6925,0.6396,6,2,3,0.000391,0,
U002065,2024-03-15,473,at_risk,individual,mobile,APAC,18_24,standalone,2,6,3,117.96,18.18,0.3704,0.6953,0.05,0.5075,1,1,7,0.432925,0,
U002066,2023-09-09,661,passive,individual,tablet,US,18_24,standalone,1,11,9,272.31,31.74,0.3859,0.6984,0.2486,0.2661,2,1,5,0.174654,0,
U002067,2023-04-03,820,at_risk,individual,tablet,EU,35_44,standalone,4,9,8,212.95,29.63,0.4471,0.5739,0.3116,0.3995,4,2,65,0.916028,0,
U002068,2024-08-18,317,casual,student,tv,APAC,25_34,standalone,4,6,2,236.02,38.66,0.6135,0.4239,0.5446,0.1975,7,8,7,0.111813,0,
U002069,2024-06-01,395,passive,student,mobile,US,35_44,bundle,3,8,6,261.65,32.02,0.4362,0.6953,0.4654,0.2212,2,2,31,0.607832,0,
U002070,2024-12-18,195,passive,premium,mobile,US,18_24,bundle,3,4,3,167.72,34.33,0.6088,0.3569,0.4043,0.5102,4,0,5,0.059775,0,
U002071,2023-11-16,593,casual,individual,desktop,US,35_44,standalone,3,12,8,377.79,37.39,0.7459,0.3662,0.5705,0.4926,8,5,9,0.007923,0,
U002072,2024-06-16,380,casual,student,tv,LATAM,45_54,standalone,3,12,8,532.85,47.35,0.7402,0.251,0.4581,0.4537,6,3,5,0.016657,0,
U002073,2024-08-07,328,casual,individual,tablet,LATAM,35_44,standalone,3,7,4,432.64,45.1,0.8023,0.2951,0.4869,0.3413,5,3,2,0.014053,0,
U002074,2023-10-04,636,passive,individual,desktop,US,25_34,standalone,2,5,2,75.98,19.62,0.6939,0.3574,0.4142,0.3714,4,2,2,0.147924,0,
U002075,2024-06-11,385,casual,individual,mobile,APAC,18_24,standalone,4,13,8,473.83,41.9,0.645,0.4475,0.3982,0.6665,12,3,4,0.010451,0,
U002076,2024-04-23,434,casual,student,desktop,APAC,25_34,bundle,2,7,2,411.49,46.48,0.7444,0.3592,0.3503,0.7027,1,5,14,0.045512,0,
U002077,2024-05-14,413,at_risk,family,tv,LATAM,35_44,standalone,1,9,8,387.31,45.5,0.458,0.4794,0.3443,0.0,0,2,16,0.325297,0,
U002078,2024-10-19,255,power,family,tablet,EU,25_34,bundle,3,14,9,746.47,54.77,0.7427,0.2214,0.8597,0.6198,18,10,1,0.000824,0,
U002079,2025-02-12,139,at_risk,individual,mobile,LATAM,45_54,bundle,2,3,3,28.15,9.07,0.6338,0.4993,0.3195,0.1968,4,2,27,0.668123,1,2025-07-11
U002080,2023-06-12,750,at_risk,family,mobile,US,55_plus,standalone,2,14,6,397.44,25.92,0.2988,0.681,0.4464,0.156,5,4,5,0.188828,0,
U002081,2025-03-14,109,at_risk,individual,mobile,APAC,18_24,standalone,2,2,1,18.53,9.77,0.5039,0.611,0.3586,0.2968,2,1,27,0.88225,1,2025-07-09
U002082,2024-08-23,312,passive,individual,mobile,APAC,18_24,standalone,2,6,6,167.51,40.68,0.6188,0.4469,0.552,0.5012,7,2,34,0.546051,1,2025-07-31
U002083,2023-10-29,611,casual,premium,mobile,US,18_24,bundle,2,17,8,810.05,51.2,0.7737,0.251,0.6162,0.4938,5,3,12,0.011206,0,
U002084,2025-02-07,144,passive,premium,mobile,US,45_54,standalone,3,5,7,95.07,20.48,0.5952,0.3807,0.3561,0.2396,2,2,6,0.214787,1,2025-07-29
U002085,2023-11-09,600,passive,individual,tv,LATAM,18_24,bundle,1,5,2,214.36,37.3,0.6349,0.4181,0.4392,0.0931,3,1,7,0.205129,0,
U002086,2023-09-02,668,passive,individual,desktop,US,35_44,bundle,1,6,1,153.87,26.28,0.673,0.3854,0.3836,0.1347,4,4,6,0.205551,1,2025-07-21
U002087,2023-11-02,607,casual,individual,mobile,LATAM,25_34,standalone,2,14,8,452.46,33.25,0.6295,0.4076,0.3405,0.4278,9,5,3,0.01926,0,
U002088,2024-09-09,295,power,individual,mobile,LATAM,25_34,standalone,4,24,18,1180.26,49.17,0.8309,0.218,0.9389,0.8116,2,9,4,0.00071,0,
U002089,2025-05-15,47,casual,family,tv,EU,35_44,standalone,4,17,9,614.6,52.21,0.8132,0.2634,0.5881,0.6507,1,5,5,0.005473,0,
U002090,2023-04-21,802,casual,student,tv,LATAM,25_34,bundle,3,15,4,616.37,40.32,0.6617,0.3402,0.5386,0.6324,7,4,4,0.005767,0,
U002091,2024-08-21,314,passive,premium,tv,US,45_54,bundle,1,8,5,375.27,50.35,0.5227,0.5679,0.3482,0.4568,3,2,9,0.245265,0,
U002092,2023-07-01,731,at_risk,family,desktop,LATAM,18_24,bundle,3,6,4,147.58,25.56,0.3719,0.6996,0.1802,0.2504,2,2,29,0.766123,1,2025-07-06
U002093,2024-12-11,202,passive,student,mobile,LATAM,35_44,standalone,2,8,5,179.71,18.55,0.7695,0.2858,0.4696,0.4432,3,2,21,0.139971,0,
U002094,2025-01-11,171,passive,premium,tv,LATAM,55_plus,bundle,1,10,6,552.54,49.61,0.6255,0.5199,0.2529,0.1158,2,1,9,0.076347,0,
U002095,2023-07-25,707,casual,family,desktop,LATAM,18_24,bundle,3,27,13,800.07,36.57,0.746,0.2231,0.6971,0.2881,1,1,4,0.001802,0,
U002096,2023-03-06,848,casual,individual,tv,LATAM,35_44,bundle,4,17,7,1062.63,53.18,0.5859,0.5172,0.3386,0.825,5,4,17,0.014374,0,
U002097,2023-05-14,779,casual,individual,tv,US,35_44,standalone,2,8,5,397.08,42.82,0.6121,0.4395,0.5603,0.1871,6,5,9,0.077945,0,
U002098,2023-08-17,684,casual,premium,desktop,US,18_24,standalone,4,14,12,823.36,57.09,0.6383,0.5175,0.625,0.3792,9,4,6,0.013138,0,
U002099,2024-10-30,244,power,premium,mobile,LATAM,35_44,standalone,5,14,6,790.87,50.55,0.8349,0.2615,0.8801,0.6606,10,13,1,0.001419,0,
U002100,2023-03-29,825,casual,individual,mobile,EU,25_34,bundle,3,15,9,588.44,37.73,0.904,0.1038,0.4483,0.6244,7,3,0,0.000747,0,
U002101,2023-10-29,611,casual,family,mobile,EU,45_54,bundle,2,19,14,858.48,59.55,0.6002,0.5736,0.5343,0.591,3,1,0,0.00388,0,
U002102,2025-01-03,179,passive,premium,tablet,US,35_44,standalone,3,9,7,181.96,23.96,0.2616,0.8272,0.5747,0.4134,4,3,4,0.113067,0,
U002103,2025-02-09,142,power,premium,tablet,US,25_34,bundle,5,27,17,1365.52,77.85,0.8155,0.2027,0.7684,0.6844,6,5,9,0.000451,0,
U002104,2023-05-05,788,casual,student,mobile,US,35_44,bundle,3,16,8,486.89,32.78,0.7724,0.3583,0.3847,0.4607,6,1,0,0.012167,0,
U002105,2024-10-05,269,power,individual,mobile,LATAM,35_44,standalone,4,12,4,543.67,54.34,0.8165,0.2866,0.4868,0.7319,15,10,0,0.001017,0,
U002106,2023-08-04,697,passive,premium,tv,LATAM,25_34,standalone,3,11,5,340.87,26.55,0.5121,0.5968,0.3605,0.3637,6,4,11,0.084883,0,
U002107,2025-02-01,150,passive,student,mobile,LATAM,18_24,standalone,1,6,1,140.63,41.08,0.5181,0.4324,0.3868,0.139,1,3,12,0.468291,1,2025-07-21
U002108,2024-09-30,274,casual,individual,tablet,EU,25_34,bundle,4,5,7,240.22,38.79,0.7793,0.3676,0.8117,0.5033,3,8,2,0.009166,0,
U002109,2024-09-28,276,power,individual,mobile,LATAM,45_54,standalone,4,7,4,326.05,40.83,0.7647,0.2536,0.5999,1.0,17,13,3,0.00282,0,
U002110,2024-09-30,274,at_risk,individual,tablet,APAC,25_34,bundle,1,4,2,16.07,5.0,0.467,0.5853,0.3313,0.4098,2,3,33,0.852765,1,2025-07-29
U002111,2023-10-23,617,passive,family,tablet,LATAM,25_34,standalone,1,11,6,382.51,39.01,0.4754,0.5286,0.2543,0.5591,2,3,9,0.178841,0,
U002112,2023-03-28,826,passive,student,mobile,LATAM,25_34,standalone,2,7,4,152.17,30.03,0.5465,0.5218,0.2173,0.4953,3,1,18,0.208835,1,2025-07-12
U002113,2023-04-01,822,casual,family,tv,LATAM,25_34,standalone,3,9,5,422.35,51.46,0.8435,0.2749,0.5486,0.5707,9,6,7,0.004801,0,
U002114,2023-08-26,675,at_risk,individual,tablet,EU,25_34,standalone,3,9,5,260.7,36.54,0.5264,0.4997,0.3706,0.085,5,2,20,0.171455,0,
U002115,2024-12-07,206,at_risk,family,mobile,LATAM,25_34,bundle,2,3,1,51.91,22.62,0.479,0.5992,0.1895,0.2329,1,2,12,0.817453,1,2025-07-29
U002116,2023-02-16,866,casual,individual,mobile,US,25_34,bundle,3,19,13,839.56,46.69,0.5257,0.4503,0.581,0.3666,4,9,4,0.007343,0,
