user_id,signup_date,tenure_days,behavioral_segment,plan,primary_device,region,age_group,bundle_type,num_services
U002971,2025-04-18,74,power,family,tv,LATAM,18_24,standalone,4
U002972,2023-12-29,550,casual,individual,desktop,LATAM,25_34,bundle,3
U002973,2023-01-29,884,power,premium,mobile,LATAM,18_24,bundle,4
U002974,2025-05-17,45,passive,premium,tv,LATAM,25_34,standalone,2
U002975,2024-04-19,438,at_risk,premium,tv,APAC,35_44,bundle,3
U002976,2024-03-28,460,at_risk,family,tv,US,55_plus,standalone,4
U002977,2023-04-12,811,at_risk,premium,tv,LATAM,35_44,standalone,4
U002978,2024-09-28,276,at_risk,premium,tv,LATAM,25_34,standalone,4
U002979,2024-04-13,444,casual,student,desktop,LATAM,25_34,bundle,4
U002980,2023-09-16,654,casual,premium,mobile,US,35_44,standalone,3
U002981,2025-04-10,82,at_risk,individual,tv,LATAM,45_54,standalone,2
U002982,2023-07-05,727,at_risk,premium,tv,US,35_44,bundle,2
U002983,2023-06-16,746,at_risk,family,desktop,LATAM,18_24,standalone,3
U002984,2023-09-14,656,passive,family,tv,LATAM,35_44,standalone,1
U002985,2023-11-15,594,casual,individual,desktop,US,18_24,standalone,4
U002986,2023-08-20,681,at_risk,student,tv,EU,25_34,standalone,2
U002987,2023-07-22,710,at_risk,individual,tv,LATAM,55_plus,standalone,2
U002988,2023-04-07,816,passive,family,tablet,EU,45_54,standalone,3
U002989,2024-05-25,402,at_risk,premium,tv,EU,25_34,bundle,2
U002990,2024-04-30,427,passive,student,tv,APAC,35_44,bundle,2
U002991,2023-11-24,585,at_risk,individual,tablet,LATAM,25_34,standalone,1
U002992,2024-12-15,198,power,family,mobile,APAC,18_24,standalone,3
U002993,2023-05-18,775,at_risk,individual,desktop,US,45_54,bundle,1
U002994,2023-07-31,701,power,student,tablet,US,45_54,bundle,5
U002995,2023-11-30,579,casual,student,tv,US,25_34,bundle,3
U002996,2024-09-12,292,power,family,mobile,LATAM,45_54,bundle,3
U002997,2024-08-03,332,casual,individual,mobile,US,18_24,standalone,3
U002998,2024-05-19,408,casual,premium,mobile,EU,35_44,standalone,2
U002999,2023-11-02,607,at_risk,individual,mobile,APAC,55_plus,standalone,2
U003000,2023-07-25,707,passive,student,tv,LATAM,45_54,standalone,3
U003001,2023-10-25,615,at_risk,family,tablet,APAC,35_44,bundle,3
U003002,2023-03-15,839,casual,premium,tv,LATAM,25_34,standalone,3
U003003,2023-02-16,866,power,individual,mobile,APAC,35_44,standalone,3
U003004,2023-09-27,643,passive,premium,desktop,US,55_plus,bundle,2
U003005,2024-07-13,353,passive,family,tablet,US,18_24,bundle,3
U003006,2023-12-28,551,casual,premium,tv,US,18_24,standalone,3
U003007,2024-05-27,400,at_risk,individual,mobile,APAC,25_34,standalone,3
U003008,2023-12-02,577,at_risk,student,tv,LATAM,35_44,bundle,1
U003009,2023-06-25,737,passive,student,mobile,LATAM,25_34,standalone,2
U003010,2024-07-15,351,at_risk,family,mobile,EU,35_44,bundle,3
U003011,2024-03-18,470,passive,premium,tv,LATAM,25_34,standalone,1
U003012,2025-04-23,69,passive,individual,tv,US,55_plus,standalone,3
U003013,2023-08-30,671,casual,student,mobile,US,25_34,standalone,4
U003014,2024-04-01,456,power,student,desktop,EU,45_54,bundle,4
U003015,2024-04-27,430,casual,individual,tablet,APAC,55_plus,bundle,3
U003016,2024-02-24,493,passive,premium,tv,LATAM,25_34,bundle,2
U003017,2024-11-26,217,passive,individual,mobile,US,18_24,standalone,2
U003018,2023-12-29,550,casual,family,mobile,US,45_54,bundle,4
U003019,2023-08-22,679,passive,individual,tv,US,25_34,standalone,1
U003020,2024-08-01,334,power,premium,tablet,LATAM,35_44,standalone,5
U003021,2025-02-07,144,casual,family,tv,LATAM,18_24,standalone,2
U003022,2024-06-30,366,at_risk,student,mobile,US,25_34,standalone,1
U003023,2024-12-11,202,casual,family,mobile,LATAM,35_44,standalone,4
U003024,2024-07-11,355,casual,family,mobile,US,35_44,bundle,3
U003025,2023-12-04,575,casual,premium,tv,LATAM,55_plus,standalone,2
U003026,2025-02-23,128,casual,individual,tv,APAC,35_44,standalone,3
U003027,2023-08-21,680,passive,student,mobile,EU,25_34,standalone,2
U003028,2024-11-18,225,at_risk,individual,tv,US,35_44,standalone,2
U003029,2023-04-14,809,passive,family,tablet,EU,18_24,standalone,2
U003030,2023-09-03,667,passive,individual,mobile,APAC,18_24,standalone,4
U003031,2024-10-07,267,casual,premium,mobile,EU,25_34,bundle,2
U003032,2024-01-28,520,passive,individual,tv,US,18_24,standalone,1
U003033,2025-02-25,126,casual,premium,desktop,LATAM,18_24,bundle,3
U003034,2025-03-07,116,power,individual,mobile,EU,18_24,bundle,2
U003035,2023-02-20,862,at_risk,student,mobile,US,18_24,standalone,2
U003036,2023-07-04,728,casual,individual,tv,LATAM,45_54,bundle,2
U003037,2025-01-18,164,casual,family,mobile,US,25_34,bundle,3
U003038,2024-09-28,276,power,premium,desktop,LATAM,55_plus,standalone,4
U003039,2024-12-11,202,at_risk,individual,tv,EU,45_54,bundle,2
U003040,2024-06-22,374,power,student,mobile,EU,45_54,standalone,3
U003041,2024-09-21,283,casual,premium,tablet,LATAM,25_34,standalone,2
U003042,2024-08-20,315,at_risk,individual,tv,LATAM,25_34,standalone,3
U003043,2024-02-26,491,casual,individual,tv,APAC,25_34,bundle,1
U003044,2024-12-19,194,at_risk,premium,mobile,LATAM,25_34,bundle,3
U003045,2023-04-25,798,casual,student,tv,US,18_24,standalone,1
U003046,2023-09-07,663,passive,student,desktop,LATAM,25_34,bundle,2
U003047,2023-08-09,692,at_risk,individual,mobile,US,35_44,standalone,3
U003048,2025-01-05,177,casual,family,mobile,LATAM,35_44,bundle,3
U003049,2023-09-24,646,passive,individual,desktop,LATAM,25_34,standalone,1
U003050,2023-06-04,758,casual,premium,mobile,US,25_34,standalone,3
U003051,2024-12-31,182,passive,individual,mobile,LATAM,35_44,bundle,1
U003052,2023-08-17,684,at_risk,premium,mobile,EU,35_44,bundle,3
U003053,2024-07-25,341,passive,student,tv,APAC,35_44,standalone,3
U003054,2023-07-17,715,at_risk,student,tv,EU,45_54,bundle,1
U003055,2024-04-11,446,passive,student,mobile,LATAM,35_44,bundle,3
U003056,2023-07-04,728,passive,student,mobile,LATAM,25_34,standalone,2
U003057,2025-01-24,158,casual,individual,tv,LATAM,25_34,standalone,2
U003058,2024-06-28,368,passive,premium,tv,US,18_24,standalone,3
U003059,2024-10-06,268,at_risk,family,mobile,LATAM,25_34,bundle,4
U003060,2024-10-28,246,passive,family,mobile,EU,45_54,bundle,2
U003061,2024-09-06,298,casual,student,tv,US,35_44,standalone,3
U003062,2024-07-03,363,casual,premium,mobile,LATAM,35_44,bundle,3
U003063,2025-02-11,140,passive,individual,mobile,LATAM,25_34,standalone,3
U003064,2023-09-25,645,at_risk,family,desktop,US,35_44,standalone,3
U003065,2024-02-08,509,power,family,tablet,EU,18_24,standalone,5
U003066,2023-06-10,752,power,student,mobile,LATAM,25_34,standalone,2
U003067,2023-09-26,644,casual,individual,tablet,US,35_44,bundle,2
U003068,2025-01-23,159,power,premium,tv,LATAM,18_24,bundle,5
U003069,2025-04-02,90,at_risk,individual,desktop,APAC,25_34,standalone,2
U003070,2024-05-29,398,casual,family,desktop,US,18_24,standalone,3
U003071,2024-04-08,449,casual,premium,tv,EU,18_24,standalone,2
U003072,2024-11-04,239,casual,individual,tv,LATAM,25_34,standalone,3
U003073,2023-07-21,711,casual,individual,mobile,APAC,35_44,bundle,3
U003074,2024-01-12,536,at_risk,individual,tv,US,25_34,standalone,3
U003075,2023-08-20,681,casual,family,mobile,LATAM,18_24,standalone,3
U003076,2025-02-27,124,power,individual,tv,US,25_34,standalone,3
U003077,2023-06-23,739,casual,individual,mobile,LATAM,25_34,standalone,5
U003078,2024-12-04,209,at_risk,individual,tablet,EU,45_54,bundle,1
U003079,2024-05-07,420,at_risk,premium,desktop,EU,45_54,bundle,4
U003080,2024-05-15,412,casual,premium,mobile,LATAM,35_44,bundle,1
U003081,2023-06-18,744,passive,family,tv,LATAM,35_44,standalone,2
U003082,2024-10-03,271,power,premium,tablet,EU,35_44,standalone,3
U003083,2024-11-04,239,passive,family,tv,EU,25_34,bundle,3
U003084,2024-08-10,325,power,premium,desktop,US,35_44,bundle,3
U003085,2024-07-22,344,at_risk,student,tv,US,25_34,standalone,1
U003086,2024-12-25,188,at_risk,individual,mobile,LATAM,25_34,bundle,2
U003087,2024-12-30,183,power,premium,tv,LATAM,45_54,bundle,5
U003088,2024-11-12,231,casual,individual,tv,APAC,45_54,standalone,4
U003089,2024-04-20,437,power,individual,mobile,US,25_34,bundle,4
U003090,2024-08-06,329,casual,family,tablet,LATAM,55_plus,bundle,3
U003091,2024-06-25,371,power,family,tv,LATAM,35_44,bundle,4
U003092,2023-09-14,656,casual,individual,mobile,LATAM,25_34,bundle,3
U003093,2024-11-04,239,at_risk,individual,mobile,LATAM,35_44,bundle,2
U003094,2023-04-01,822,power,individual,mobile,APAC,45_54,standalone,4
U003095,2023-08-17,684,at_risk,student,mobile,LATAM,55_plus,standalone,3
U003096,2024-12-31,182,power,individual,tv,LATAM,35_44,bundle,4
U003097,2024-09-01,303,casual,individual,mobile,EU,25_34,bundle,4
U003098,2024-12-24,189,casual,family,tablet,LATAM,35_44,bundle,2
U003099,2024-10-07,267,at_risk,individual,desktop,LATAM,25_34,standalone,2
U003100,2024-07-18,348,power,individual,tv,US,35_44,bundle,4
U003101,2025-02-07,144,power,family,tv,LATAM,55_plus,standalone,4
U003102,2025-05-20,42,passive,student,desktop,LATAM,45_54,bundle,3
U003103,2024-05-15,412,passive,individual,mobile,US,25_34,standalone,1
U003104,2023-09-30,640,passive,individual,mobile,APAC,25_34,standalone,3
U003105,2024-09-11,293,power,family,mobile,EU,25_34,standalone,4
U003106,2023-05-14,779,casual,student,mobile,LATAM,25_34,bundle,4
U003107,2024-07-15,351,at_risk,individual,mobile,US,55_plus,bundle,4
U003108,2023-04-09,814,passive,individual,tv,US,25_34,standalone,3
U003109,2024-11-08,235,passive,family,mobile,LATAM,45_54,bundle,3
U003110,2024-02-18,499,casual,family,mobile,LATAM,25_34,bundle,4
U003111,2023-08-07,694,casual,premium,mobile,US,35_44,standalone,3
U003112,2025-04-11,81,at_risk,family,mobile,LATAM,55_plus,standalone,2
U003113,2023-03-14,840,passive,individual,tv,APAC,35_44,bundle,1
U003114,2024-07-19,347,power,individual,mobile,LATAM,35_44,standalone,3
U003115,2024-03-25,463,at_risk,student,mobile,LATAM,18_24,standalone,2
U003116,2023-12-02,577,passive,individual,mobile,EU,18_24,bundle,2
U003117,2023-11-19,590,casual,student,tv,EU,35_44,standalone,3
U003118,2025-05-12,50,casual,individual,mobile,LATAM,25_34,standalone,3
U003119,2023-05-08,785,passive,family,tv,EU,35_44,standalone,2
U003120,2023-12-06,573,casual,family,tablet,EU,25_34,standalone,4
U003121,2023-01-14,899,passive,individual,tv,LATAM,18_24,standalone,1
U003122,2024-04-17,440,passive,individual,mobile,US,45_54,standalone,2
U003123,2023-12-15,564,power,individual,tv,US,45_54,standalone,5
U003124,2024-05-13,414,at_risk,individual,mobile,LATAM,55_plus,standalone,3
U003125,2023-04-19,804,casual,individual,tablet,APAC,25_34,bundle,3
U003126,2023-06-07,755,casual,individual,tablet,APAC,25_34,bundle,1
U003127,2023-04-02,821,passive,individual,mobile,LATAM,25_34,standalone,2
U003128,2024-03-19,469,passive,premium,mobile,LATAM,55_plus,standalone,4
U003129,2023-07-13,719,casual,individual,tv,APAC,35_44,standalone,3
U003130,2024-07-24,342,passive,individual,tv,US,55_plus,standalone,2
U003131,2024-04-26,431,at_risk,student,mobile,LATAM,45_54,standalone,2
U003132,2023-08-09,692,at_risk,student,tablet,US,25_34,bundle,3
U003133,2025-03-23,100,at_risk,individual,mobile,US,25_34,bundle,2
U003134,2023-09-22,648,casual,premium,desktop,LATAM,25_34,standalone,3
U003135,2025-05-19,43,casual,student,tablet,LATAM,25_34,standalone,3
U003136,2024-01-13,535,passive,individual,mobile,EU,55_plus,bundle,1
U003137,2024-04-12,445,power,premium,mobile,APAC,18_24,standalone,2
U003138,2024-04-19,438,passive,individual,mobile,LATAM,45_54,bundle,2
U003139,2024-03-28,460,casual,individual,tablet,LATAM,25_34,bundle,2
U003140,2024-03-30,458,casual,family,mobile,LATAM,35_44,bundle,3
U003141,2024-06-12,384,casual,individual,mobile,US,25_34,bundle,2
U003142,2024-05-04,423,casual,premium,tv,LATAM,35_44,standalone,3
U003143,2024-01-24,524,casual,student,mobile,US,35_44,bundle,3
U003144,2023-08-07,694,passive,family,mobile,LATAM,25_34,standalone,1
U003145,2024-02-07,510,passive,individual,tablet,EU,55_plus,bundle,2
U003146,2023-11-20,589,casual,family,tv,EU,35_44,standalone,2
U003147,2023-06-04,758,casual,family,tv,EU,18_24,bundle,4
U003148,2023-01-22,891,at_risk,family,mobile,LATAM,25_34,standalone,2
U003149,2025-02-27,124,power,premium,tv,US,25_34,standalone,5
U003150,2023-09-20,650,casual,family,tv,LATAM,25_34,standalone,4
U003151,2024-11-17,226,casual,student,mobile,LATAM,25_34,standalone,3
U003152,2024-12-12,201,passive,student,desktop,US,18_24,standalone,1
U003153,2023-07-12,720,at_risk,individual,mobile,EU,45_54,standalone,1
U003154,2025-04-03,89,passive,individual,mobile,EU,55_plus,bundle,3
U003155,2023-05-25,768,at_risk,individual,tablet,LATAM,18_24,bundle,2
U003156,2023-07-31,701,at_risk,family,mobile,US,45_54,standalone,2
U003157,2023-01-17,896,casual,family,desktop,LATAM,25_34,bundle,4
U003158,2023-10-29,611,casual,premium,mobile,US,35_44,standalone,4
U003159,2023-05-03,790,casual,individual,mobile,LATAM,18_24,bundle,2
U003160,2025-02-18,133,casual,family,mobile,EU,25_34,standalone,3
U003161,2023-04-18,805,passive,family,mobile,APAC,25_34,standalone,3
U003162,2025-01-13,169,casual,premium,desktop,LATAM,35_44,bundle,4
U003163,2024-09-01,303,casual,family,desktop,EU,25_34,bundle,3
U003164,2025-02-10,141,casual,individual,tv,EU,45_54,standalone,3
U003165,2024-06-17,379,passive,student,mobile,US,18_24,standalone,3
U003166,2023-08-19,682,passive,premium,mobile,US,35_44,bundle,3
U003167,2024-10-11,263,at_risk,family,mobile,LATAM,18_24,standalone,3
U003168,2023-06-16,746,casual,family,mobile,LATAM,18_24,standalone,3
U003169,2023-12-21,558,casual,family,mobile,LATAM,25_34,standalone,2
U003170,2023-12-02,577,at_risk,family,mobile,US,18_24,standalone,2
U003171,2023-03-07,847,passive,family,mobile,LATAM,45_54,bundle,2
U003172,2024-05-21,406,passive,premium,tv,LATAM,35_44,bundle,3
U003173,2024-08-05,330,casual,premium,mobile,EU,35_44,bundle,3
U003174,2023-01-17,896,power,individual,mobile,US,18_24,bundle,3
U003175,2024-02-02,515,at_risk,student,mobile,LATAM,25_34,standalone,3
U003176,2023-12-14,565,passive,student,tv,US,35_44,standalone,2
U003177,2024-09-16,288,passive,individual,tv,LATAM,18_24,standalone,2
U003178,2024-11-26,217,casual,family,mobile,EU,18_24,standalone,3
U003179,2025-01-05,177,casual,family,tablet,LATAM,18_24,bundle,4
U003180,2024-11-19,224,casual,individual,tv,LATAM,55_plus,bundle,3
U003181,2024-12-13,200,passive,individual,mobile,APAC,25_34,standalone,4
U003182,2023-08-21,680,casual,individual,mobile,LATAM,18_24,bundle,1
U003183,2025-04-12,80,power,family,desktop,LATAM,25_34,standalone,5
U003184,2023-12-01,578,casual,family,mobile,LATAM,45_54,standalone,2
U003185,2023-02-26,856,at_risk,student,mobile,LATAM,18_24,standalone,2
U003186,2023-08-05,696,casual,individual,tv,EU,25_34,standalone,3
U003187,2024-06-16,380,casual,individual,mobile,LATAM,55_plus,bundle,3
U003188,2025-04-11,81,passive,individual,tablet,LATAM,45_54,bundle,1
U003189,2023-06-06,756,at_risk,family,tablet,EU,35_44,bundle,1
U003190,2025-05-30,32,passive,premium,tablet,LATAM,18_24,bundle,1
U003191,2023-10-17,623,at_risk,student,tv,LATAM,25_34,bundle,2
U003192,2023-10-26,614,power,individual,tv,LATAM,45_54,standalone,4
U003193,2024-12-16,197,at_risk,individual,mobile,EU,35_44,bundle,3
U003194,2023-08-27,674,at_risk,individual,tablet,US,25_34,standalone,3
U003195,2024-12-31,182,casual,individual,mobile,US,18_24,bundle,4
U003196,2024-11-17,226,passive,student,mobile,US,18_24,bundle,3
U003197,2023-06-25,737,casual,student,desktop,US,35_44,standalone,2
U003198,2023-01-31,882,casual,family,desktop,EU,35_44,standalone,4
U003199,2024-10-14,260,casual,student,tv,APAC,25_34,standalone,3
U003200,2023-03-22,832,power,family,tv,US,35_44,standalone,3
U003201,2023-03-29,825,at_risk,individual,mobile,EU,45_54,bundle,3
U003202,2023-08-01,700,casual,individual,tv,LATAM,35_44,bundle,2
U003203,2025-01-31,151,passive,student,mobile,LATAM,25_34,standalone,1
U003204,2024-09-14,290,casual,student,mobile,US,55_plus,bundle,4
U003205,2023-10-20,620,casual,individual,mobile,LATAM,18_24,standalone,3
U003206,2023-01-13,900,casual,family,desktop,LATAM,35_44,bundle,2
U003207,2023-06-23,739,casual,premium,desktop,LATAM,25_34,bundle,2
U003208,2024-05-31,396,passive,student,desktop,LATAM,35_44,bundle,3
U003209,2024-11-09,234,at_risk,student,tablet,EU,35_44,standalone,1
U003210,2023-02-16,866,casual,student,mobile,LATAM,18_24,bundle,3
U003211,2024-10-04,270,at_risk,family,mobile,US,35_44,bundle,2
U003212,2024-08-07,328,passive,individual,mobile,LATAM,35_44,bundle,4
U003213,2023-02-12,870,passive,individual,mobile,US,25_34,standalone,1
U003214,2024-01-29,519,casual,premium,tv,LATAM,18_24,bundle,2
U003215,2024-10-14,260,power,premium,mobile,LATAM,25_34,standalone,3
U003216,2025-05-28,34,at_risk,family,desktop,LATAM,55_plus,bundle,2
U003217,2024-05-23,404,passive,student,mobile,LATAM,18_24,bundle,2
U003218,2023-01-25,888,casual,individual,mobile,LATAM,25_34,standalone,2
U003219,2024-05-21,406,at_risk,individual,tablet,US,25_34,standalone,3
U003220,2023-10-01,639,casual,family,tv,APAC,45_54,bundle,3
U003221,2024-10-24,250,passive,family,mobile,US,35_44,bundle,1
U003222,2023-07-27,705,casual,student,tv,US,35_44,standalone,3
U003223,2023-07-27,705,at_risk,premium,tv,US,35_44,bundle,2
U003224,2023-12-20,559,casual,individual,mobile,LATAM,35_44,bundle,4
U003225,2023-07-30,702,power,family,tv,US,55_plus,standalone,5
U003226,2024-01-14,534,passive,student,desktop,US,35_44,standalone,3
U003227,2024-07-07,359,power,individual,mobile,LATAM,35_44,bundle,3
U003228,2023-08-29,672,at_risk,student,mobile,EU,35_44,standalone,2
U003229,2023-06-05,757,passive,family,mobile,LATAM,25_34,bundle,1
U003230,2023-05-31,762,casual,student,tv,LATAM,35_44,standalone,3
U003231,2024-11-28,215,casual,individual,desktop,US,35_44,standalone,4
U003232,2023-10-21,619,at_risk,family,mobile,EU,45_54,bundle,1
U003233,2025-05-29,33,passive,family,tablet,EU,55_plus,bundle,2
U003234,2024-01-20,528,at_risk,family,tablet,LATAM,25_34,standalone,2
U003235,2024-01-21,527,power,family,mobile,US,35_44,standalone,5
U003236,2024-07-20,346,at_risk,family,tablet,APAC,25_34,bundle,2
U003237,2023-01-18,895,casual,family,desktop,LATAM,45_54,bundle,2
U003238,2023-04-24,799,passive,individual,desktop,US,35_44,standalone,2
U003239,2025-04-29,63,casual,student,tv,LATAM,55_plus,standalone,3
U003240,2024-12-02,211,power,individual,mobile,EU,35_44,bundle,4
U003241,2024-12-02,211,at_risk,student,mobile,LATAM,35_44,bundle,3
U003242,2023-04-12,811,at_risk,individual,mobile,US,18_24,bundle,3
U003243,2024-03-07,481,casual,individual,tv,LATAM,35_44,bundle,2
U003244,2023-09-06,664,at_risk,student,mobile,LATAM,25_34,bundle,2
U003245,2023-06-27,735,power,family,tv,LATAM,35_44,bundle,4
U003246,2023-08-03,698,power,family,tablet,LATAM,25_34,standalone,3
U003247,2025-03-16,107,power,individual,mobile,EU,25_34,standalone,3
U003248,2025-01-30,152,casual,premium,desktop,LATAM,45_54,bundle,2
U003249,2024-06-22,374,power,individual,mobile,LATAM,35_44,standalone,5
U003250,2024-08-11,324,casual,individual,mobile,EU,25_34,standalone,5
U003251,2023-08-21,680,power,student,tablet,LATAM,45_54,standalone,3
U003252,2025-01-16,166,passive,individual,mobile,US,18_24,bundle,3
U003253,2024-07-13,353,at_risk,individual,mobile,LATAM,25_34,bundle,3
U003254,2024-11-07,236,passive,premium,desktop,APAC,25_34,standalone,1
U003255,2024-12-19,194,casual,individual,desktop,US,18_24,bundle,3
U003256,2025-01-02,180,passive,individual,tablet,LATAM,45_54,bundle,3
U003257,2024-12-13,200,casual,individual,mobile,US,35_44,bundle,3
U003258,2024-01-27,521,passive,individual,mobile,LATAM,35_44,bundle,2
U003259,2024-06-09,387,passive,family,mobile,LATAM,35_44,bundle,3
U003260,2024-05-18,409,casual,family,mobile,LATAM,25_34,standalone,2
U003261,2024-04-10,447,power,family,desktop,US,35_44,bundle,3
U003262,2023-08-26,675,at_risk,family,mobile,US,35_44,bundle,2
U003263,2023-05-13,780,at_risk,individual,tablet,LATAM,35_44,bundle,4
U003264,2024-02-29,488,passive,individual,mobile,EU,25_34,bundle,3
U003265,2023-11-20,589,at_risk,family,tv,LATAM,25_34,bundle,3
U003266,2023-08-28,673,at_risk,individual,mobile,US,18_24,bundle,3
U003267,2023-10-09,631,power,individual,mobile,LATAM,18_24,standalone,3
U003268,2025-02-05,146,passive,student,mobile,LATAM,35_44,standalone,3
U003269,2023-01-27,886,casual,family,desktop,US,25_34,standalone,2
U003270,2025-01-09,173,casual,student,tv,US,35_44,standalone,3
U003271,2024-06-08,388,power,premium,tv,EU,35_44,standalone,4
U003272,2023-11-11,598,at_risk,student,mobile,US,25_34,bundle,3
U003273,2024-06-15,381,passive,individual,tv,EU,35_44,bundle,4
U003274,2024-11-02,241,casual,individual,tv,APAC,18_24,bundle,2
U003275,2023-03-20,834,casual,individual,tv,APAC,55_plus,bundle,4
U003276,2025-03-31,92,casual,individual,tv,LATAM,25_34,standalone,3
U003277,2024-10-30,244,passive,family,tablet,LATAM,45_54,bundle,3
U003278,2023-01-19,894,at_risk,student,desktop,US,25_34,bundle,3
U003279,2023-09-05,665,casual,individual,desktop,LATAM,25_34,bundle,2
U003280,2025-03-18,105,casual,student,tv,EU,25_34,standalone,2
U003281,2023-08-14,687,passive,individual,mobile,LATAM,25_34,bundle,2
U003282,2023-02-08,874,casual,premium,mobile,EU,25_34,standalone,3
U003283,2025-03-08,115,casual,individual,mobile,LATAM,25_34,standalone,3
U003284,2024-06-06,390,power,family,mobile,EU,45_54,standalone,5
U003285,2024-04-20,437,power,individual,mobile,US,35_44,bundle,4
U003286,2025-02-07,144,casual,individual,tv,LATAM,18_24,bundle,2
U003287,2024-12-09,204,at_risk,family,tv,US,25_34,bundle,3
U003288,2025-01-01,181,casual,student,tv,US,55_plus,standalone,3
U003289,2024-12-22,191,casual,premium,desktop,EU,18_24,standalone,3
U003290,2024-06-15,381,passive,individual,mobile,US,35_44,bundle,1
U003291,2024-04-24,433,at_risk,individual,mobile,US,25_34,bundle,2
U003292,2024-11-06,237,casual,premium,tv,LATAM,25_34,bundle,4
U003293,2024-09-22,282,power,individual,tv,US,25_34,bundle,4
U003294,2024-12-16,197,passive,premium,tv,LATAM,55_plus,standalone,3
U003295,2023-07-09,723,casual,premium,tablet,APAC,35_44,standalone,4
U003296,2024-11-29,214,passive,individual,mobile,US,25_34,standalone,2
U003297,2023-04-03,820,casual,individual,tv,EU,35_44,standalone,1
U003298,2024-02-18,499,power,family,desktop,EU,18_24,standalone,3
U003299,2023-07-03,729,casual,student,mobile,LATAM,55_plus,standalone,2
U003300,2023-11-25,584,passive,family,tv,LATAM,25_34,bundle,3
U003301,2024-10-13,261,casual,student,mobile,LATAM,45_54,bundle,3
U003302,2023-12-26,553,casual,individual,mobile,LATAM,45_54,standalone,3
U003303,2024-10-06,268,casual,individual,mobile,LATAM,18_24,bundle,2
U003304,2025-02-18,133,passive,family,tv,EU,55_plus,standalone,3
U003305,2024-10-23,251,power,family,tv,US,55_plus,bundle,3
U003306,2024-10-04,270,passive,family,desktop,US,45_54,standalone,1
U003307,2025-02-04,147,passive,individual,tv,LATAM,25_34,standalone,1
U003308,2025-05-12,50,casual,individual,mobile,LATAM,35_44,bundle,3
U003309,2023-03-02,852,at_risk,individual,tablet,LATAM,18_24,standalone,2
U003310,2024-03-11,477,at_risk,individual,mobile,LATAM,55_plus,bundle,3
U003311,2024-06-16,380,casual,individual,tv,EU,25_34,bundle,3
U003312,2023-03-15,839,power,individual,mobile,US,35_44,standalone,3
U003313,2024-11-18,225,casual,individual,tablet,LATAM,45_54,bundle,3
U003314,2024-06-16,380,casual,student,desktop,US,55_plus,standalone,2
U003315,2023-05-26,767,casual,family,mobile,US,45_54,standalone,3
U003316,2023-11-29,580,at_risk,student,tv,LATAM,45_54,bundle,3
U003317,2024-06-19,377,at_risk,premium,tv,LATAM,35_44,bundle,2
U003318,2024-10-22,252,casual,individual,mobile,LATAM,35_44,standalone,2
U003319,2025-05-02,60,casual,student,mobile,EU,18_24,standalone,3
U003320,2025-03-19,104,power,premium,tv,EU,55_plus,standalone,4
U003321,2025-01-11,171,casual,individual,mobile,US,25_34,bundle,3
U003322,2023-07-17,715,power,family,mobile,LATAM,45_54,bundle,4
U003323,2023-11-23,586,at_risk,individual,tablet,LATAM,25_34,bundle,1
U003324,2024-05-20,407,at_risk,individual,tv,LATAM,25_34,bundle,1
U003325,2023-07-21,711,casual,family,mobile,LATAM,25_34,standalone,3
U003326,2025-01-12,170,passive,individual,desktop,US,55_plus,bundle,2
U003327,2024-11-30,213,passive,individual,desktop,LATAM,25_34,standalone,4
U003328,2024-06-24,372,at_risk,individual,desktop,LATAM,35_44,standalone,1
U003329,2023-03-25,829,casual,individual,tv,US,18_24,standalone,2
U003330,2023-12-15,564,power,student,mobile,LATAM,25_34,standalone,5
U003331,2023-05-22,771,passive,family,mobile,US,35_44,bundle,2
U003332,2024-10-28,246,power,individual,desktop,EU,18_24,bundle,4
U003333,2023-05-25,768,passive,premium,desktop,US,35_44,standalone,3
U003334,2025-03-30,93,casual,individual,tablet,APAC,45_54,standalone,4
U003335,2024-11-15,228,passive,individual,tv,US,45_54,bundle,3
U003336,2024-03-03,485,at_risk,individual,mobile,EU,35_44,standalone,2
U003337,2025-04-18,74,power,family,tv,US,18_24,standalone,4
U003338,2023-05-16,777,casual,family,mobile,EU,35_44,bundle,4
U003339,2023-05-08,785,passive,individual,tv,LATAM,35_44,bundle,2
U003340,2024-02-16,501,power,individual,tv,LATAM,45_54,bundle,4
U003341,2024-09-08,296,passive,family,tablet,LATAM,35_44,bundle,2
U003342,2025-03-07,116,passive,student,mobile,US,35_44,bundle,1
U003343,2023-12-10,569,casual,individual,tablet,LATAM,35_44,standalone,3
U003344,2024-02-19,498,at_risk,family,mobile,APAC,45_54,standalone,3
U003345,2023-08-10,691,casual,individual,mobile,US,35_44,standalone,4
U003346,2023-12-25,554,passive,family,mobile,LATAM,18_24,standalone,1
U003347,2025-02-10,141,power,family,mobile,US,45_54,bundle,5
U003348,2025-02-15,136,power,student,mobile,EU,35_44,standalone,4
U003349,2023-07-22,710,power,individual,mobile,EU,35_44,standalone,5
U003350,2025-01-14,168,at_risk,individual,tv,US,25_34,standalone,1
U003351,2023-03-07,847,at_risk,family,mobile,LATAM,18_24,bundle,3
U003352,2025-03-01,122,at_risk,individual,tv,EU,45_54,standalone,3
U003353,2023-09-06,664,power,individual,tablet,APAC,18_24,standalone,3
