user_id,sessions_last_30d,active_days_last_30d,watch_time_last_30d,avg_session_duration_min,completion_rate,skip_rate,content_diversity_score,feature_usage_score,search_activity_last_30d,watchlist_additions_last_30d,days_since_last_session
U002828,7,4,195.98,31.38,0.4373,0.5754,0.441,0.1115,2,1,19
U002829,16,15,1401.54,61.83,0.796,0.2501,0.9113,0.8638,12,7,1
U002830,7,6,72.49,12.17,0.4472,0.6057,0.3706,0.0,0,1,19
U002831,3,1,79.22,31.06,0.5859,0.3669,0.474,0.2894,6,4,14
U002832,25,20,958.13,40.66,0.7313,0.4095,0.7375,0.7766,10,10,2
U002833,7,7,209.06,31.7,0.4125,0.6112,0.3144,0.3297,4,2,14
U002834,9,6,270.9,29.25,0.6918,0.433,0.3409,0.4086,6,0,2
U002835,17,6,734.53,48.14,0.7402,0.2609,0.4594,0.6981,1,3,2
U002836,22,15,742.13,35.91,0.8536,0.1431,0.477,0.608,10,3,1
U002837,7,2,300.58,41.73,0.4792,0.5331,0.3551,0.3247,5,5,7
U002838,4,2,85.16,19.41,0.5851,0.5504,0.3467,0.2413,2,0,2
U002839,22,11,823.23,46.05,0.5092,0.5147,0.4365,0.6053,6,6,4
U002840,4,2,95.63,20.94,0.5018,0.4879,0.3238,0.4016,2,0,24
U002841,27,18,1096.26,43.7,0.7127,0.3318,0.4959,0.557,4,2,1
U002842,17,12,1110.97,52.07,0.7973,0.1949,1.0,0.7089,16,5,0
U002843,9,6,246.94,48.02,0.3741,0.6132,0.4009,0.1904,2,4,4
U002844,21,9,1038.46,47.66,0.85,0.215,0.6486,1.0,12,7,4
U002845,23,14,541.03,28.79,0.8803,0.0907,0.3838,0.7292,4,2,3
U002846,31,23,1440.2,61.04,0.6868,0.3286,0.628,0.5008,6,2,2
U002847,8,8,434.56,67.32,0.6513,0.4524,0.516,0.327,6,6,10
U002848,7,5,289.27,36.51,0.6947,0.4,0.4545,0.5796,10,6,4
U002849,2,3,63.32,44.98,0.4241,0.7215,0.3867,0.2931,1,4,16
U002850,11,5,402.42,33.35,0.7171,0.3271,0.469,0.5105,5,4,13
U002851,7,7,94.73,12.62,0.4655,0.5517,0.2278,0.2503,1,1,20
U002852,5,3,166.9,37.57,0.4702,0.6333,0.2231,0.3377,1,0,9
U002853,13,7,345.22,48.48,0.7104,0.3973,0.5022,0.5927,5,9,1
U002854,11,9,464.4,55.27,0.8788,0.2855,0.4728,0.7013,2,6,2
U002855,3,2,129.98,41.88,0.5421,0.5748,0.4535,0.4868,1,4,4
U002856,27,21,2280.65,81.12,0.8124,0.214,0.7592,1.0,10,11,0
U002857,17,11,507.71,35.51,0.8408,0.2171,0.3693,0.4684,2,5,4
U002858,9,8,215.76,26.04,0.35,0.6529,0.4841,0.1836,5,2,6
U002859,15,9,428.93,28.92,0.6515,0.5376,0.4924,0.2334,4,0,20
U002860,6,2,182.21,25.95,0.5619,0.5196,0.1911,0.2773,3,2,13
U002861,36,25,1688.56,47.67,0.9309,0.2309,0.7437,0.8348,16,4,3
U002862,33,23,2799.83,82.33,0.7869,0.3029,1.0,0.8073,8,10,0
U002863,28,21,2044.68,59.78,0.7484,0.3127,0.753,0.3679,3,2,4
U002864,8,3,376.24,42.71,0.2535,0.7446,0.3128,0.2365,3,0,9
U002865,4,1,62.7,15.56,0.7178,0.2988,0.7255,0.5558,3,4,13
U002866,15,11,1296.97,71.42,0.7518,0.3459,0.8587,0.5377,12,8,2
U002867,12,5,699.27,50.8,0.9052,0.132,0.9098,0.5525,13,10,1
U002868,18,9,485.84,27.74,0.6121,0.4735,0.5545,0.4988,4,1,3
U002869,7,6,258.19,34.74,0.5116,0.4858,0.4583,0.7102,1,1,0
U002870,11,6,440.96,40.52,0.8546,0.1148,0.7097,0.7912,7,13,4
U002871,31,17,1529.12,54.96,0.7856,0.2906,0.9961,0.8546,15,7,1
U002872,13,1,540.58,39.88,0.7855,0.1135,0.3762,0.6004,11,5,21
U002873,16,6,1072.91,66.39,0.7894,0.3365,0.8341,0.4411,14,14,0
U002874,19,5,801.04,40.85,0.8777,0.1566,0.5968,0.4608,10,1,2
U002875,28,12,2059.15,72.97,0.788,0.1909,0.8229,0.5036,19,9,1
U002876,9,7,256.17,23.17,0.426,0.6416,0.3458,0.2569,4,1,6
U002877,11,6,234.36,24.14,0.6362,0.5488,0.361,0.5577,1,2,2
U002878,4,1,28.85,7.95,0.4996,0.4941,0.2475,0.2676,2,1,16
U002879,5,2,121.5,31.83,0.3825,0.6809,0.3132,0.2618,2,0,36
U002880,9,4,542.46,61.72,0.6278,0.364,0.3533,0.6185,7,4,13
U002881,9,2,249.3,52.33,0.751,0.4159,0.8679,0.7061,13,2,7
U002882,17,11,457.44,26.13,0.5712,0.5041,0.4667,0.2939,10,2,3
U002883,4,3,154.77,33.94,0.6523,0.4044,0.3019,0.4724,7,1,9
U002884,33,17,2142.32,69.17,0.8417,0.1593,0.6287,0.802,9,12,4
U002885,5,4,303.35,55.04,0.8146,0.2082,0.5493,0.2961,9,2,1
U002886,22,15,1380.71,48.03,0.761,0.2777,0.491,0.6427,6,2,2
U002887,10,6,479.14,59.15,0.7191,0.3524,0.6985,0.6444,7,4,1
U002888,5,6,154.21,26.62,0.6251,0.439,0.799,0.4537,1,1,23
U002889,5,4,274.93,56.16,0.3122,0.8247,0.4098,0.2839,2,1,3
U002890,11,12,414.64,41.49,0.6613,0.4648,0.4361,0.2489,13,2,8
U002891,3,3,67.51,23.3,0.3875,0.7481,0.05,0.0733,1,0,11
U002892,20,13,1255.46,63.65,0.9046,0.0659,0.7625,0.8264,11,10,1
U002893,24,9,1815.62,53.85,0.8836,0.1601,1.0,0.8634,17,9,3
U002894,10,5,499.19,49.02,0.7801,0.3661,0.4246,0.5107,3,1,14
U002895,9,7,308.58,35.1,0.6884,0.3268,0.3758,0.0,4,5,1
U002896,3,1,109.77,28.59,0.3651,0.7128,0.3353,0.5571,2,1,5
U002897,22,17,1415.45,58.22,0.7057,0.2545,0.7932,0.5819,12,10,1
U002898,7,4,195.86,30.62,0.4966,0.5518,0.2313,0.2863,3,0,59
U002899,4,2,62.69,16.86,0.598,0.3287,0.6195,0.4151,7,7,5
U002900,21,14,786.1,42.91,0.6392,0.4091,0.732,0.5016,4,5,0
U002901,4,4,167.91,37.28,0.6794,0.3964,0.2219,0.2415,4,0,7
U002902,7,5,301.5,37.87,0.6401,0.3371,0.3562,0.4272,2,0,74
U002903,10,3,315.47,34.43,0.5779,0.4062,0.218,0.1229,4,3,0
U002904,7,4,291.02,32.57,0.5567,0.5121,0.4113,0.0496,0,2,30
U002905,23,18,1143.43,52.18,0.7728,0.2898,0.6865,0.6598,15,7,5
U002906,11,8,381.38,32.27,0.3317,0.6885,0.1606,0.334,2,1,15
U002907,5,1,200.53,31.99,0.4459,0.6213,0.1272,0.0421,2,0,0
U002908,8,3,254.18,34.38,0.7713,0.244,0.4984,0.4024,7,2,3
U002909,14,9,396.77,25.44,0.7373,0.3467,0.6626,0.5353,2,3,4
U002910,4,1,78.31,20.43,0.7356,0.2952,0.3155,0.2614,2,0,49
U002911,7,6,374.76,55.0,0.9133,0.1356,0.6829,0.8854,12,6,4
U002912,6,1,241.35,45.83,0.7469,0.3499,0.7681,0.5316,5,1,16
U002913,4,4,137.76,46.84,0.5598,0.5709,0.1937,0.0873,3,0,17
U002914,6,3,414.54,54.67,0.5384,0.435,0.0923,0.2471,3,1,15
U002915,11,8,58.52,5.0,0.4457,0.6258,0.4391,0.3376,2,1,74
U002916,11,7,388.39,29.63,0.4364,0.5936,0.4452,0.2043,3,2,1
U002917,30,13,1483.17,49.39,0.9088,0.2077,0.9007,0.8342,9,4,3
U002918,2,1,60.97,27.84,0.5296,0.546,0.2932,0.0348,2,1,42
U002919,10,7,222.71,28.77,0.6304,0.4063,0.633,0.3214,4,8,1
U002920,3,5,71.43,28.43,0.6588,0.3246,0.3827,0.3714,1,3,0
U002921,8,2,594.96,55.01,0.7416,0.2798,0.4902,0.2713,6,7,0
U002922,6,1,204.09,31.87,0.3953,0.6237,0.0957,0.2151,1,2,25
U002923,4,4,80.68,19.48,0.6088,0.4106,0.4782,0.3523,5,1,3
U002924,14,10,640.2,44.81,0.4524,0.5497,0.316,0.4485,2,0,6
U002925,12,12,518.52,38.76,0.8672,0.1203,0.6941,0.8031,13,5,3
U002926,11,5,345.53,26.32,0.9189,0.0847,0.7862,0.7844,9,5,1
U002927,5,4,144.32,34.7,0.8782,0.0462,0.5425,0.5363,5,7,4
U002928,19,11,842.95,48.15,0.8718,0.214,0.8045,0.6776,11,12,4
U002929,9,5,327.84,38.05,0.4673,0.6648,0.396,0.232,6,1,5
U002930,13,8,953.61,64.09,0.7151,0.4006,0.4681,0.6777,10,3,4
U002931,12,5,305.13,20.32,0.5822,0.4344,0.2869,0.4264,4,2,16
U002932,19,14,980.37,49.83,0.7624,0.2053,0.5532,0.9206,15,3,4
U002933,25,13,976.8,35.96,0.8068,0.3093,0.4976,0.4206,11,9,2
U002934,5,3,109.68,33.58,0.5387,0.5044,0.3211,0.2598,4,4,4
U002935,4,4,156.48,40.4,0.6531,0.3965,0.4999,0.4968,5,2,14
U002936,13,9,371.8,30.8,0.6802,0.4009,0.561,0.479,7,0,1
U002937,23,11,977.21,37.55,0.7673,0.3707,0.511,0.5911,5,10,11
U002938,13,4,715.92,44.22,0.609,0.5025,0.4489,0.516,5,2,3
U002939,2,1,71.37,39.13,0.5612,0.5404,0.4275,0.1855,4,3,8
U002940,15,9,1117.96,60.24,0.7897,0.2897,0.6948,0.9535,13,9,0
U002941,16,10,631.47,37.84,0.6398,0.426,0.6943,0.5018,6,8,24
U002942,14,5,252.39,17.63,0.3914,0.6899,0.3775,0.1983,2,2,26
U002943,8,3,408.29,55.32,0.7178,0.2856,0.6542,0.5584,10,1,0
U002944,7,4,254.16,36.58,0.7575,0.334,0.6137,0.2024,4,2,4
U002945,18,15,565.04,38.32,0.7144,0.2535,0.6579,0.4753,8,3,4
U002946,3,4,129.79,40.91,0.5456,0.5551,0.6172,0.4297,3,1,19
U002947,26,22,698.24,21.28,0.5125,0.6203,0.6705,0.5435,8,9,29
U002948,4,1,236.19,52.72,0.8067,0.2483,0.4305,0.66,7,4,9
U002949,9,7,69.37,8.75,0.441,0.6267,0.1293,0.0735,4,2,10
U002950,11,11,193.35,28.53,0.6118,0.4637,0.2633,0.6144,2,2,16
U002951,12,11,332.29,27.2,0.575,0.487,0.2255,0.2251,2,1,8
U002952,7,5,143.84,19.17,0.6521,0.3986,0.3267,0.0968,1,1,3
U002953,16,4,535.69,52.62,0.7387,0.296,0.6638,0.7827,17,9,1
U002954,7,7,204.83,32.65,0.4422,0.6194,0.2475,0.1473,1,0,7
U002955,8,5,148.8,26.15,0.4658,0.667,0.4906,0.4987,5,0,3
U002956,10,6,483.26,49.23,0.5568,0.5197,0.641,0.8622,9,6,6
U002957,18,8,374.73,25.97,0.8279,0.2305,0.6113,0.4664,6,6,4
U002958,24,20,1015.74,46.64,0.9124,0.1495,0.6346,0.7877,15,5,3
U002959,4,2,92.23,25.48,0.3076,0.7636,0.05,0.162,3,0,3
U002960,23,18,874.65,46.19,0.8633,0.0822,0.7831,0.7203,10,4,8
U002961,14,8,796.75,44.87,0.7363,0.3591,0.485,0.4589,4,5,1
U002962,4,4,136.79,31.08,0.5513,0.5693,0.2455,0.0353,2,1,1
U002963,3,1,30.4,10.07,0.5777,0.507,0.2548,0.1537,1,2,13
U002964,18,14,792.46,50.04,0.9557,0.1319,0.368,0.806,10,10,1
U002965,4,1,78.53,19.59,0.4995,0.4839,0.4483,0.3409,6,3,4
U002966,8,6,333.12,40.99,0.8551,0.1074,0.7341,0.3097,9,2,9
U002967,6,3,193.96,30.1,0.5828,0.4887,0.1638,0.1629,3,1,10
U002968,22,20,927.91,49.77,0.9894,0.1286,0.7573,0.3339,14,8,3
U002969,13,9,474.46,46.93,0.9792,0.0251,0.6676,0.56,15,9,2
U002970,17,14,649.45,42.56,0.5477,0.4785,0.4047,0.2564,1,3,4
U002971,10,7,713.22,60.03,0.832,0.2179,0.6358,0.6535,14,8,0
U002972,14,6,660.92,49.04,0.8789,0.0882,0.3746,0.5265,4,4,8
U002973,35,22,1761.96,49.37,0.7641,0.3976,0.6559,0.6125,10,11,6
U002974,5,3,179.77,28.7,0.6472,0.4078,0.2668,0.2979,2,1,7
U002975,4,1,152.08,42.46,0.4943,0.4663,0.0909,0.1168,1,2,3
U002976,9,5,96.05,8.79,0.3765,0.7433,0.1668,0.0634,3,1,5
U002977,7,1,142.85,22.05,0.5665,0.4957,0.3774,0.1992,0,2,3
U002978,2,3,53.54,27.64,0.4676,0.7482,0.444,0.3085,0,0,7
U002979,17,11,852.64,52.73,0.7,0.3614,0.5883,0.5631,4,4,4
U002980,23,9,725.88,41.54,0.6792,0.4254,0.5068,0.4899,2,6,4
U002981,6,2,232.77,37.61,0.3567,0.5581,0.2235,0.3105,0,1,17
U002982,2,4,100.7,41.61,0.465,0.4967,0.2174,0.2935,1,0,23
U002983,4,2,111.54,33.99,0.5113,0.5601,0.3512,0.269,2,1,2
U002984,10,7,248.7,25.04,0.5937,0.4643,0.05,0.4395,6,2,5
U002985,18,11,821.23,41.53,0.7821,0.2114,0.3694,0.4229,4,1,31
U002986,6,1,187.65,38.94,0.5583,0.4961,0.3931,0.1171,2,0,17
U002987,4,1,131.79,35.06,0.433,0.6595,0.3679,0.5361,0,0,15
U002988,11,6,418.94,39.69,0.4006,0.7316,0.3717,0.5396,2,0,8
U002989,5,4,211.43,40.57,0.4051,0.6816,0.5884,0.3276,6,0,10
U002990,9,6,254.79,38.63,0.5257,0.4883,0.6202,0.1226,3,4,2
U002991,4,1,169.65,33.52,0.5741,0.4149,0.1794,0.1145,2,0,8
U002992,24,23,1301.33,52.73,0.6944,0.4056,0.7089,0.7167,6,11,11
U002993,5,3,250.86,39.91,0.632,0.4837,0.3488,0.356,3,0,14
U002994,23,13,849.91,42.1,0.7392,0.2807,0.8043,0.8869,15,9,1
U002995,14,9,593.41,52.53,0.7474,0.357,0.7994,0.4966,5,2,1
U002996,22,13,1456.29,54.81,0.8549,0.1854,0.9732,0.6903,16,7,5
U002997,12,12,469.81,47.74,0.7103,0.417,0.6283,0.4887,4,5,5
U002998,11,4,511.72,43.44,0.8293,0.2936,0.3953,0.5008,7,2,4
U002999,6,5,228.44,32.14,0.6708,0.2131,0.1683,0.3706,1,0,16
U003000,14,9,246.23,20.31,0.617,0.4589,0.4945,0.0,6,0,14
U003001,4,3,57.49,16.71,0.4965,0.5066,0.3362,0.0,2,1,15
U003002,18,12,796.36,48.2,0.6875,0.4034,0.5888,0.1942,11,3,7
U003003,19,15,987.22,41.49,0.9805,0.07,0.8862,0.7419,7,11,2
U003004,13,10,233.9,30.54,0.4773,0.7019,0.4533,0.2199,5,0,17
U003005,5,2,60.06,14.48,0.5966,0.3965,0.3707,0.36,8,1,3
U003006,18,14,711.61,41.43,0.7303,0.2546,0.4984,0.7036,1,7,6
U003007,1,1,28.24,29.94,0.4502,0.6079,0.4828,0.4928,4,1,28
U003008,5,7,229.48,35.26,0.2937,0.7407,0.4792,0.1786,3,1,5
U003009,9,6,177.26,19.62,0.448,0.6284,0.1367,0.4029,3,1,30
U003010,6,1,168.72,28.06,0.3186,0.707,0.2575,0.2005,1,2,1
U003011,9,9,226.24,33.25,0.5336,0.4991,0.5955,0.0,4,5,1
U003012,8,4,460.17,45.97,0.613,0.434,0.3463,0.3448,2,1,18
U003013,8,4,262.12,36.02,0.6441,0.3536,0.6647,0.7639,7,1,2
U003014,29,23,1826.73,52.07,0.8815,0.1722,0.8248,0.9233,4,6,10
U003015,17,11,427.61,29.5,0.8872,0.1956,0.5146,0.6291,4,4,4
U003016,4,2,133.08,37.57,0.3964,0.6155,0.2654,0.4562,2,3,8
U003017,7,5,64.29,11.49,0.5125,0.4225,0.3277,0.0652,5,0,14
U003018,17,11,722.59,42.52,0.5796,0.4779,0.4572,0.4802,4,4,6
U003019,10,6,368.41,35.45,0.6634,0.4542,0.277,0.3026,2,0,14
U003020,21,16,1132.27,44.74,0.8652,0.1247,0.6923,0.7109,15,10,2
U003021,13,5,768.72,63.45,0.7742,0.2103,0.5538,0.5481,5,6,3
U003022,2,4,52.27,22.27,0.5907,0.4964,0.3426,0.1352,2,1,3
U003023,9,2,217.5,26.82,0.7197,0.4256,0.1175,0.7932,5,3,7
U003024,17,11,685.07,45.34,0.6958,0.2602,0.609,0.3481,5,1,2
U003025,9,7,258.28,25.25,0.6387,0.4857,0.4068,0.5381,6,2,13
U003026,16,11,837.4,61.84,0.7982,0.2204,0.4051,0.5287,2,2,1
U003027,6,5,161.46,24.82,0.5245,0.4049,0.4032,0.624,6,2,2
U003028,5,7,259.25,42.38,0.4445,0.677,0.3952,0.2795,0,1,32
U003029,9,6,301.81,30.03,0.439,0.7147,0.2752,0.0746,2,1,6
U003030,3,5,97.36,31.75,0.6956,0.4307,0.3197,0.2642,2,3,3
U003031,13,7,696.2,51.85,0.8644,0.2872,0.4982,0.4923,5,7,2
U003032,13,7,721.61,48.18,0.3747,0.7078,0.7213,0.5686,0,3,6
U003033,13,5,435.88,30.04,0.7065,0.3492,0.5622,0.1829,5,5,3
U003034,14,8,775.32,51.61,0.8434,0.3227,0.6273,0.8285,11,11,0
U003035,8,6,122.45,16.08,0.517,0.5584,0.1904,0.1999,1,0,0
U003036,19,14,466.07,32.97,0.7932,0.2663,0.4807,0.6369,8,3,10
U003037,9,3,260.9,34.97,0.7363,0.3137,0.6249,0.3959,10,6,6
U003038,29,17,992.24,48.3,0.8432,0.1187,0.6294,0.5035,10,12,5
U003039,7,5,45.53,6.37,0.463,0.5089,0.2779,0.1183,2,0,11
U003040,7,6,390.16,43.44,0.9739,0.01,0.7717,0.804,7,5,14
U003041,7,5,515.73,60.34,0.5007,0.5295,0.5906,0.1634,12,2,1
U003042,4,2,109.37,29.55,0.3685,0.6222,0.2347,0.179,1,1,5
U003043,12,8,397.23,37.87,0.7336,0.3053,0.3904,0.2422,6,10,14
U003044,6,8,121.6,16.64,0.4593,0.6132,0.1992,0.2788,4,4,6
U003045,14,9,643.69,36.36,0.7947,0.3505,0.6912,0.6024,7,4,0
U003046,6,3,199.87,32.15,0.4593,0.4918,0.3564,0.2428,3,0,6
U003047,5,6,198.18,37.91,0.4176,0.6442,0.1691,0.2315,0,1,6
U003048,14,8,754.73,46.11,0.7569,0.3633,0.6616,0.2955,4,2,4
U003049,7,4,152.68,34.29,0.6588,0.4116,0.4457,0.2265,2,1,10
U003050,19,16,752.99,44.26,0.8259,0.192,0.8897,0.6141,5,4,17
U003051,3,1,82.51,25.21,0.5069,0.4842,0.3607,0.1461,3,3,3
U003052,5,1,176.89,31.79,0.4425,0.6024,0.2864,0.1449,3,1,7
U003053,4,1,222.84,45.77,0.3743,0.6187,0.1793,0.0,2,1,14
U003054,5,3,140.45,34.81,0.3708,0.613,0.2873,0.2432,3,1,8
U003055,7,6,302.22,36.15,0.7139,0.3106,0.4639,0.1939,3,0,7
U003056,5,1,122.92,21.95,0.6167,0.4911,0.3265,0.3933,1,4,3
U003057,10,2,385.37,41.4,0.5927,0.5652,0.5196,0.5599,3,1,6
U003058,12,10,757.24,56.7,0.7204,0.2898,0.3091,0.4448,3,2,27
U003059,7,4,161.8,29.19,0.4391,0.6153,0.1696,0.0122,3,2,5
U003060,3,1,76.16,20.4,0.4887,0.6318,0.2583,0.4916,2,3,6
U003061,5,4,328.3,53.19,0.8003,0.2788,0.349,0.4999,6,6,19
U003062,15,5,659.4,38.65,0.7419,0.272,0.6965,0.4741,4,5,2
U003063,2,1,64.61,37.06,0.6807,0.4449,0.3358,0.3002,4,1,16
U003064,2,2,17.27,12.21,0.3782,0.7096,0.274,0.0816,0,1,38
U003065,23,14,970.8,37.7,0.8597,0.2659,0.8299,0.894,10,8,0
U003066,26,17,1169.25,45.46,0.8723,0.1864,0.6812,0.847,11,8,1
U003067,25,12,986.61,50.17,0.772,0.4389,0.476,0.3622,3,0,11
U003068,18,9,802.57,60.21,0.8577,0.1941,1.0,0.9028,14,15,5
U003069,4,4,161.82,31.31,0.6371,0.3605,0.2559,0.0103,3,0,7
U003070,15,11,891.31,60.5,0.7878,0.2359,0.6819,0.2607,8,5,21
U003071,18,12,966.58,62.0,0.7762,0.2648,0.869,0.378,0,2,2
U003072,6,1,432.35,55.48,0.4645,0.5916,0.3167,0.4294,3,6,1
U003073,18,8,916.69,45.98,0.8772,0.1183,0.8391,0.4353,4,0,1
U003074,2,2,70.58,43.98,0.3695,0.7388,0.2065,0.174,3,0,1
U003075,19,13,438.06,23.34,0.6095,0.4358,0.3489,0.2559,6,4,4
U003076,11,4,795.81,61.92,0.8933,0.0946,0.6998,0.7849,14,11,2
U003077,22,17,766.14,36.11,0.7601,0.176,0.847,0.4532,3,7,0
U003078,5,3,230.76,41.04,0.3821,0.6432,0.5174,0.2733,1,1,33
U003079,8,4,95.34,8.73,0.4536,0.643,0.3176,0.2157,0,1,1
U003080,19,9,761.4,38.18,0.6339,0.4122,0.8447,0.5489,3,4,1
U003081,12,6,611.08,41.85,0.7397,0.2257,0.5218,0.1375,4,3,12
U003082,15,11,683.46,50.7,0.9368,0.073,0.8857,0.7194,14,3,4
U003083,3,1,138.73,45.06,0.6273,0.3488,0.4208,0.0965,2,1,2
U003084,21,9,929.67,54.01,0.7602,0.4032,0.4905,0.8619,10,11,0
U003085,5,3,121.26,27.11,0.4436,0.645,0.2242,0.3866,0,1,54
U003086,9,4,267.79,28.74,0.596,0.4383,0.3439,0.096,2,0,0
U003087,20,9,1415.54,73.53,0.8758,0.0644,0.7974,0.706,13,7,2
U003088,13,8,484.24,40.96,0.6937,0.474,0.5734,0.3292,5,6,6
U003089,30,22,2071.32,61.32,0.8152,0.1947,0.7392,0.699,14,5,2
U003090,14,13,548.25,41.93,0.7135,0.3237,0.6004,0.6343,3,8,17
U003091,35,24,2031.69,70.9,0.8647,0.0921,0.6885,0.8756,12,4,2
U003092,17,10,341.14,21.88,0.666,0.2848,0.6113,0.4589,8,4,18
U003093,0,1,10.0,16.61,0.4905,0.5014,0.05,0.2045,3,2,10
U003094,19,9,862.51,47.17,0.8981,0.1613,0.7441,0.8854,9,11,2
U003095,2,1,70.87,35.79,0.5499,0.5051,0.2476,0.1445,0,2,16
U003096,16,13,730.58,55.42,0.8838,0.1131,0.7319,0.8839,7,6,2
U003097,11,12,406.17,42.88,0.6841,0.5132,0.5318,0.6827,8,3,10
U003098,8,5,269.79,35.74,0.5706,0.5697,0.4688,0.2708,8,3,3
U003099,4,1,139.76,33.18,0.6152,0.4123,0.2232,0.1547,2,0,21
U003100,17,11,889.39,67.65,0.9825,0.065,0.7466,0.6145,14,5,3
U003101,13,4,1045.28,82.32,0.99,0.0377,0.8371,0.5228,8,9,0
U003102,9,4,240.51,21.89,0.7561,0.2113,0.24,0.628,5,1,45
U003103,4,1,94.08,20.13,0.6539,0.4175,0.4017,0.4909,3,3,4
U003104,8,6,293.04,31.47,0.6942,0.3563,0.7978,0.5063,5,3,10
U003105,13,9,825.14,58.92,0.8153,0.1854,0.7355,0.7376,8,8,7
U003106,18,8,504.96,31.7,0.7082,0.2844,0.5952,0.2925,10,3,34
U003107,4,3,156.81,32.53,0.472,0.762,0.3459,0.1689,3,0,24
U003108,9,1,268.96,30.73,0.513,0.5296,0.691,0.5525,2,0,0
U003109,10,5,314.07,31.35,0.5914,0.4781,0.4586,0.1871,4,2,2
U003110,22,16,1295.92,54.67,0.5622,0.5265,0.5099,0.4982,7,3,20
U003111,14,8,544.28,36.02,0.7548,0.2042,0.6575,0.4551,8,4,2
U003112,1,3,43.69,39.05,0.4584,0.5679,0.2766,0.3532,1,0,5
U003113,8,7,208.59,30.01,0.7314,0.2086,0.2649,0.5844,3,2,9
U003114,16,15,702.11,41.6,0.9296,0.0977,0.9546,0.5923,17,11,6
U003115,10,7,128.63,14.83,0.5649,0.467,0.4019,0.2977,0,2,5
U003116,13,10,451.87,30.71,0.6052,0.581,0.3242,0.1294,3,3,18
U003117,14,12,671.62,47.82,0.6887,0.3911,0.7282,0.5292,7,2,14
U003118,5,4,317.39,68.24,0.6595,0.445,0.2105,0.5323,4,7,10
U003119,7,5,260.37,40.88,0.6461,0.4472,0.2331,0.2759,5,2,29
U003120,14,8,457.42,29.56,0.5815,0.3779,0.5014,0.5648,1,5,3
U003121,6,6,225.83,36.63,0.691,0.4506,0.6295,0.5261,2,3,4
U003122,6,1,335.21,41.21,0.5807,0.5602,0.4857,0.6921,2,4,7
U003123,31,18,1565.07,56.11,0.8114,0.1912,0.8842,0.9669,16,5,6
U003124,3,2,74.26,26.82,0.4698,0.613,0.3821,0.0,3,1,15
U003125,13,12,673.51,50.89,0.797,0.2694,0.3704,0.5492,10,5,0
U003126,14,4,801.04,50.59,0.917,0.0518,0.7646,0.6831,4,3,2
U003127,7,6,163.77,21.06,0.7029,0.453,0.2458,0.3439,3,0,68
U003128,13,11,466.23,38.88,0.4694,0.5724,0.3894,0.4113,3,2,4
U003129,15,11,365.28,38.57,0.7447,0.2877,0.355,0.5071,4,6,2
U003130,8,6,467.95,54.19,0.4484,0.6649,0.4384,0.365,4,1,3
U003131,5,6,149.28,28.96,0.2345,0.7866,0.3474,0.4921,1,1,22
U003132,3,2,118.77,33.81,0.6357,0.4323,0.0799,0.3698,2,1,15
U003133,5,6,152.15,34.23,0.3844,0.7386,0.2557,0.2723,1,3,35
U003134,22,11,1628.38,54.98,0.7922,0.1826,0.516,0.6286,7,3,6
U003135,9,10,315.0,38.76,0.5548,0.4644,0.2355,0.4324,11,2,7
U003136,7,3,312.9,34.98,0.6028,0.4498,0.2432,0.2709,4,1,2
U003137,27,18,1010.99,42.52,0.7613,0.2869,0.7971,0.8224,14,1,5
U003138,10,8,229.92,19.89,0.383,0.6366,0.3309,0.0,2,3,1
U003139,18,13,468.95,26.09,0.7303,0.2824,0.7134,0.5687,7,1,1
U003140,15,6,528.84,38.17,0.6091,0.5046,0.9021,0.6543,7,6,2
U003141,7,4,182.27,24.1,0.6851,0.3506,0.6529,0.5933,12,7,3
U003142,8,5,486.08,65.7,0.7169,0.3398,0.5162,0.5642,7,4,6
U003143,18,11,633.89,48.26,0.6891,0.4567,0.4925,0.4519,9,8,1
U003144,9,1,253.73,34.02,0.5889,0.4215,0.2677,0.0989,3,1,8
U003145,9,6,180.38,20.13,0.534,0.514,0.5088,0.1,4,5,3
U003146,16,13,397.4,33.05,0.6294,0.3476,0.6943,0.596,6,4,14
U003147,17,7,668.24,51.48,0.788,0.3337,0.4873,0.4706,2,2,1
U003148,2,2,38.79,29.23,0.4206,0.6832,0.5882,0.3339,2,0,21
U003149,15,12,1140.37,63.86,0.7251,0.3643,1.0,0.6483,17,6,7
U003150,5,2,262.15,61.94,0.99,0.0674,0.5531,0.5592,4,5,3
U003151,7,2,334.53,47.15,0.8455,0.0808,0.5244,0.6818,9,3,2
U003152,2,2,80.53,37.82,0.5569,0.4394,0.7286,0.4702,2,6,3
U003153,3,3,91.29,32.53,0.6803,0.3123,0.0705,0.1062,1,1,16
U003154,5,5,89.12,17.2,0.5123,0.6823,0.4499,0.1253,1,0,9
U003155,10,5,231.79,23.6,0.5557,0.5953,0.4267,0.3637,2,1,9
U003156,8,6,187.34,23.34,0.63,0.4256,0.322,0.1723,0,2,6
U003157,22,18,998.25,46.2,0.7793,0.2989,0.6486,0.4886,5,2,40
U003158,17,13,953.85,54.46,0.8078,0.2443,0.4255,0.4381,6,2,7
U003159,13,9,405.8,23.88,0.718,0.3225,0.5173,0.4966,6,2,7
U003160,12,10,279.42,24.68,0.9033,0.1776,0.5269,0.4963,8,3,10
