user_id,churn_probability,will_churn_30d,churn_date
U002543,0.271504,0,
U002544,0.347321,0,
U002545,0.082041,1,2025-07-21
U002546,0.005312,0,
U002547,0.000121,0,
U002548,0.000473,0,
U002549,0.002032,0,
U002550,0.749045,1,2025-07-18
U002551,0.441247,0,
U002552,0.126881,1,2025-07-17
U002553,0.064465,0,
U002554,0.267862,0,
U002555,0.818347,0,
U002556,0.002929,0,
U002557,0.002054,0,
U002558,0.982135,1,2025-07-07
U002559,0.74512,0,
U002560,0.488264,0,
U002561,0.009384,0,
U002562,0.000478,0,
U002563,0.002773,0,
U002564,0.002382,0,
U002565,0.962773,1,2025-07-19
U002566,0.001114,0,
U002567,0.208501,0,
U002568,0.534561,1,2025-07-19
U002569,0.604241,1,2025-07-21
U002570,0.032042,0,
U002571,0.138213,0,
U002572,0.000177,0,
U002573,0.011949,0,
U002574,0.000137,0,
U002575,0.270498,0,
U002576,0.382673,1,2025-07-02
U002577,0.00067,0,
U002578,0.001257,0,
U002579,0.003074,0,
U002580,0.017008,0,
U002581,0.042844,0,
U002582,0.00274,0,
U002583,0.06354,0,
U002584,0.613087,0,
U002585,0.007603,0,
U002586,0.000525,0,
U002587,0.698534,0,
U002588,0.105775,0,
U002589,0.062892,0,
U002590,0.022536,0,
U002591,0.321492,0,
U002592,0.469479,1,2025-07-11
U002593,0.558331,0,
U002594,0.214885,0,
U002595,0.629249,1,2025-07-21
U002596,0.005563,0,
U002597,0.07072,0,
U002598,0.012371,0,
U002599,0.458498,0,
U002600,0.548919,0,
U002601,0.978756,1,2025-07-08
U002602,0.017069,0,
U002603,0.644278,0,
U002604,0.60503,1,2025-07-29
U002605,0.803387,0,
U002606,0.240363,0,
U002607,0.004091,0,
U002608,0.00262,0,
U002609,0.526845,0,
U002610,0.286521,0,
U002611,0.080466,0,
U002612,0.417835,0,
U002613,0.031171,0,
U002614,0.128262,1,2025-07-30
U002615,0.247617,1,2025-07-30
U002616,0.002004,0,
U002617,0.298136,1,2025-07-17
U002618,0.095686,0,
U002619,0.28605,1,2025-07-18
U002620,0.00707,0,
U002621,0.13251,0,
U002622,0.001691,0,
U002623,0.000126,0,
U002624,0.0012,0,
U002625,0.000407,0,
U002626,0.766317,1,2025-07-21
U002627,0.732373,1,2025-07-04
U002628,0.000455,0,
U002629,0.921274,1,2025-07-22
U002630,0.002286,0,
U002631,0.089355,0,
U002632,0.656238,0,
U002633,0.164099,0,
U002634,0.000324,0,
U002635,0.002233,0,
U002636,0.027388,0,
U002637,0.10232,0,
U002638,0.280746,0,
U002639,0.001148,0,
U002640,0.006665,0,
U002641,0.540465,0,
U002642,0.010558,0,
U002643,0.036414,0,
U002644,0.332735,0,
U002645,0.032708,0,
U002646,0.000429,0,
U002647,0.008803,0,
U002648,0.015456,0,
U002649,0.100503,0,
U002650,0.475735,0,
U002651,0.00459,0,
U002652,0.095041,1,2025-07-13
U002653,0.00027,0,
U002654,0.000834,0,
U002655,0.054643,0,
U002656,0.079773,0,
U002657,0.13077,0,
U002658,0.00044,0,
U002659,0.205195,0,
U002660,0.011578,0,
U002661,0.293496,0,
U002662,0.643546,0,
U002663,0.471548,1,2025-07-26
U002664,0.000293,0,
U002665,0.044084,1,2025-07-04
U002666,0.04971,0,
U002667,0.01213,0,
U002668,0.817677,1,2025-07-28
U002669,0.02661,0,
U002670,0.610673,0,
U002671,0.001886,0,
U002672,0.558294,0,
U002673,0.035448,0,
U002674,0.007651,0,
U002675,0.002754,0,
U002676,0.007016,0,
U002677,0.43601,1,2025-07-17
U002678,0.667034,1,2025-07-18
U002679,0.630656,0,
U002680,0.996361,1,2025-07-08
U002681,0.219319,0,
U002682,0.003701,0,
U002683,0.120821,0,
U002684,0.00028,0,
U002685,0.834817,0,
U002686,0.022787,0,
U002687,0.041664,0,
U002688,0.004535,0,
U002689,0.002912,0,
U002690,0.000343,0,
U002691,0.002525,0,
U002692,0.004234,0,
U002693,0.006391,0,
U002694,0.008019,0,
U002695,0.265777,0,
U002696,0.061424,0,
U002697,0.833892,1,2025-07-21
U002698,0.002046,0,
U002699,0.244786,0,
U002700,0.000605,0,
U002701,0.003492,0,
U002702,0.044916,0,
U002703,0.4072,0,
U002704,0.013515,0,
U002705,0.046203,0,
U002706,0.000748,0,
U002707,0.011163,0,
U002708,0.003417,0,
U002709,0.182592,0,
U002710,0.054224,0,
U002711,0.129063,0,
U002712,0.002342,0,
U002713,0.004202,0,
U002714,0.038696,0,
U002715,0.000265,0,
U002716,0.009945,0,
U002717,0.379459,1,2025-07-13
U002718,0.123031,0,
U002719,0.045021,0,
U002720,0.001781,0,
U002721,0.958005,1,2025-07-09
U002722,0.00157,0,
U002723,0.143785,0,
U002724,0.443469,1,2025-07-15
U002725,0.050022,0,
U002726,0.003116,0,
U002727,0.006141,0,
U002728,0.030338,0,
U002729,0.000914,0,
U002730,0.147358,0,
U002731,0.080095,0,
U002732,0.005086,0,
U002733,0.009835,0,
U002734,0.308788,0,
U002735,0.00965,0,
U002736,0.437214,1,2025-07-20
U002737,0.045668,0,
U002738,0.000282,0,
U002739,0.003869,0,
U002740,0.013302,0,
U002741,0.040254,0,
U002742,0.227699,0,
U002743,0.176843,1,2025-07-15
U002744,0.121576,0,
U002745,0.130601,0,
U002746,0.013884,0,
U002747,0.070171,0,
U002748,0.054914,1,2025-07-24
U002749,0.283917,0,
U002750,0.681165,1,2025-07-27
U002751,0.065077,0,
U002752,0.219785,0,
U002753,0.269332,1,2025-07-28
U002754,0.01048,0,
U002755,0.895292,1,2025-07-04
U002756,0.00056,0,
U002757,0.000246,0,
U002758,0.038886,0,
U002759,0.172563,0,
U002760,0.040297,0,
U002761,0.789355,1,2025-07-05
U002762,0.026208,0,
U002763,0.059145,0,
U002764,0.154498,0,
U002765,0.001998,0,
U002766,0.069028,1,2025-07-10
U002767,0.007043,0,
U002768,0.937524,1,2025-07-25
U002769,0.088975,0,
U002770,9.9e-05,0,
U002771,0.001905,0,
U002772,0.004388,0,
U002773,0.177334,1,2025-07-15
U002774,0.127241,0,
U002775,0.11412,0,
U002776,0.007868,0,
U002777,0.775094,1,2025-07-04
U002778,0.042522,0,
U002779,0.559106,0,
U002780,0.344253,0,
U002781,0.006632,0,
U002782,0.0141,0,
U002783,0.0076,0,
U002784,0.023033,0,
U002785,0.587439,1,2025-07-20
U002786,0.456159,1,2025-07-14
U002787,0.899355,1,2025-07-18
U002788,0.030814,0,
U002789,0.006925,0,
U002790,0.042663,0,
U002791,0.026833,0,
U002792,0.000274,0,
U002793,0.003215,0,
U002794,0.251928,1,2025-07-06
U002795,0.015715,0,
U002796,0.007391,0,
U002797,0.451897,1,2025-07-16
U002798,0.013659,0,
U002799,0.016268,0,
U002800,0.000156,0,
U002801,0.544377,0,
U002802,0.024284,0,
U002803,0.024739,0,
U002804,0.056338,0,
U002805,0.711736,1,2025-07-02
U002806,0.14306,0,
U002807,0.01885,0,
U002808,0.170555,0,
U002809,0.009949,0,
U002810,0.000272,0,
U002811,0.173199,0,
U002812,0.132565,0,
U002813,0.004477,0,
U002814,0.33175,1,2025-07-20
U002815,0.040595,0,
U002816,0.147365,0,
U002817,0.099705,0,
U002818,0.604057,0,
U002819,0.002872,0,
U002820,0.026056,0,
U002821,0.204224,0,
U002822,0.006714,0,
U002823,0.002439,0,
U002824,0.90007,1,2025-07-29
U002825,0.00903,0,
U002826,0.111801,0,
U002827,0.000875,0,
U002828,0.686128,1,2025-07-05
U002829,0.000869,0,
U002830,0.710469,1,2025-07-17
U002831,0.440352,0,
U002832,0.000933,0,
U002833,0.417933,0,
U002834,0.049102,0,
U002835,0.003975,0,
U002836,0.002534,0,
U002837,0.301181,1,2025-07-10
U002838,0.324904,0,
U002839,0.008758,0,
U002840,0.746419,1,2025-07-04
U002841,0.001873,0,
U002842,0.000548,0,
U002843,0.150957,0,
U002844,0.000767,0,
U002845,0.001627,0,
U002846,0.004048,0,
U002847,0.034196,0,
U002848,0.014887,0,
U002849,0.768171,1,2025-07-17
U002850,0.031613,0,
U002851,0.381916,0,
U002852,0.389537,1,2025-07-29
U002853,0.013742,0,
U002854,0.001955,0,
U002855,0.250441,0,
U002856,0.000301,0,
U002857,0.003676,0,
U002858,0.276097,1,2025-07-24
U002859,0.073587,0,
U002860,0.417165,1,2025-07-05
U002861,0.000483,0,
U002862,0.000141,0,
U002863,0.001375,0,
U002864,0.251786,0,
U002865,0.056076,0,
U002866,0.000584,0,
U002867,0.003562,0,
U002868,0.029912,0,
U002869,0.078729,0,
U002870,0.001552,0,
U002871,0.000109,0,
U002872,0.021004,0,
U002873,0.001375,0,
U002874,0.003774,0,
U002875,0.000499,0,
U002876,0.096197,0,
U002877,0.066529,0,
U002878,0.693111,0,
U002879,0.911083,0,
U002880,0.0549,0,
U002881,0.008012,0,
U002882,0.015872,0,
U002883,0.19421,0,
U002884,0.000384,0,
U002885,0.01886,0,
U002886,0.001792,0,
U002887,0.011346,0,
U002888,0.135356,0,
U002889,0.359907,1,2025-07-31
U002890,0.030985,0,
U002891,0.957555,1,2025-07-17
U002892,0.000335,0,
U002893,0.000354,0,
U002894,0.03271,0,
U002895,0.052587,0,
U002896,0.453188,0,
U002897,0.000959,0,
U002898,0.907111,1,2025-07-17
U002899,0.051351,0,
U002900,0.005769,0,
U002901,0.223077,0,
U002902,0.896972,1,2025-07-16
U002903,0.116256,1,2025-07-06
U002904,0.563221,1,2025-07-11
U002905,0.000498,0,
U002906,0.270783,0,
U002907,0.349352,0,
U002908,0.035789,1,2025-07-18
U002909,0.006558,0,
U002910,0.885596,1,2025-07-03
U002911,0.003023,0,
U002912,0.077155,0,
U002913,0.581735,0,
U002914,0.467978,0,
U002915,0.926461,1,2025-07-26
U002916,0.150518,0,
U002917,0.000158,0,
U002918,0.864812,1,2025-07-14
U002919,0.012797,0,
U002920,0.252586,0,
U002921,0.01319,0,
U002922,0.906417,1,2025-07-25
U002923,0.152325,0,
U002924,0.05717,0,
U002925,0.000718,0,
U002926,0.001525,0,
U002927,0.014068,0,
U002928,0.000727,0,
U002929,0.072522,0,
U002930,0.005453,0,
U002931,0.128778,0,
U002932,0.001128,0,
U002933,0.000792,0,
U002934,0.27719,0,
U002935,0.048202,0,
U002936,0.013525,0,
U002937,0.004102,0,
U002938,0.032694,0,
U002939,0.697455,1,2025-07-10
U002940,0.000498,0,
U002941,0.044471,0,
U002942,0.281115,1,2025-07-13
U002943,0.010436,0,
U002944,0.041858,0,
U002945,0.002921,0,
U002946,0.461557,0,
U002947,0.034832,0,
U002948,0.028233,0,
U002949,0.435109,1,2025-07-25
U002950,0.031923,0,
U002951,0.049533,0,
U002952,0.147672,0,
U002953,0.002543,0,
U002954,0.300292,0,
U002955,0.16727,0,
U002956,0.038871,0,
U002957,0.001257,0,
U002958,0.000544,0,
U002959,0.771277,1,2025-07-16
U002960,0.000398,0,
U002961,0.003644,0,
U002962,0.278331,1,2025-07-25
U002963,0.75609,0,
U002964,0.000555,0,
U002965,0.377731,0,
U002966,0.004452,0,
U002967,0.366274,1,2025-07-14
U002968,0.000321,0,
U002969,0.000766,0,
U002970,0.028116,0,
U002971,0.002251,0,
U002972,0.007441,0,
U002973,0.00048,0,
U002974,0.173745,0,
U002975,0.47521,0,
U002976,0.377348,0,
U002977,0.191054,1,2025-07-07
U002978,0.75242,1,2025-07-09
U002979,0.005403,0,
U002980,0.008922,0,
U002981,0.715698,1,2025-07-13
U002982,0.711101,1,2025-07-04
U002983,0.374959,0,
U002984,0.135556,0,
U002985,0.018124,0,
U002986,0.580352,0,
U002987,0.790345,1,2025-07-05
U002988,0.290422,0,
U002989,0.261538,1,2025-07-24
U002990,0.028467,0,
U002991,0.364161,0,
U002992,0.001427,0,
U002993,0.336855,0,
U002994,0.001027,0,
U002995,0.00634,0,
U002996,0.000218,0,
U002997,0.006422,0,
U002998,0.003994,0,
U002999,0.322557,1,2025-07-04
U003000,0.098359,0,
U003001,0.636177,1,2025-07-16
U003002,0.011087,0,
U003003,0.000425,0,
U003004,0.160468,0,
U003005,0.202415,0,
U003006,0.005403,0,
U003007,0.925215,1,2025-07-26
U003008,0.550329,1,2025-07-06
U003009,0.502031,1,2025-07-26
U003010,0.452133,1,2025-07-30
U003011,0.084607,0,
U003012,0.302039,1,2025-07-31
U003013,0.012736,0,
U003014,0.000236,0,
U003015,0.005243,0,
U003016,0.272154,0,
U003017,0.308594,0,
U003018,0.006711,0,
U003019,0.119461,0,
U003020,0.000244,0,
U003021,0.003642,0,
U003022,0.438997,1,2025-07-16
U003023,0.023623,0,
U003024,0.009368,1,2025-07-22
U003025,0.080288,0,
U003026,0.003394,0,
U003027,0.08635,0,
U003028,0.786269,1,2025-07-19
U003029,0.16189,0,
U003030,0.168291,0,
U003031,0.00239,0,
U003032,0.224616,0,
U003033,0.01116,0,
U003034,0.000992,0,
U003035,0.273869,0,
U003036,0.002207,0,
U003037,0.021264,0,
U003038,0.000803,0,
U003039,0.361375,1,2025-07-24
U003040,0.001562,0,
U003041,0.037133,0,
U003042,0.71465,0,
U003043,0.026697,0,
U003044,0.260711,0,
U003045,0.005215,0,
U003046,0.284391,0,
U003047,0.454527,1,2025-07-19
U003048,0.009053,0,
U003049,0.093513,0,
U003050,0.00171,0,
U003051,0.420453,1,2025-07-31
U003052,0.650415,1,2025-07-18
U003053,0.698358,1,2025-07-06
U003054,0.394462,0,
U003055,0.076452,0,
U003056,0.211906,0,
U003057,0.034338,0,
U003058,0.049488,0,
U003059,0.326627,0,
U003060,0.569288,1,2025-07-27
U003061,0.081119,0,
U003062,0.005853,0,
U003063,0.461726,0,
U003064,0.980673,1,2025-07-13
U003065,0.000391,0,
U003066,0.0005,0,
U003067,0.013571,0,
U003068,0.000542,0,
U003069,0.445663,1,2025-07-28
U003070,0.010661,0,
U003071,0.003336,0,
U003072,0.175973,0,
U003073,0.001755,0,
U003074,0.755861,1,2025-07-12
U003075,0.012123,0,
U003076,0.000628,0,
U003077,0.002306,0,
U003078,0.879806,0,
U003079,0.352458,0,
U003080,0.006406,0,
U003081,0.01856,0,
U003082,0.000864,0,
U003083,0.250343,0,
U003084,0.000731,0,
U003085,0.974241,1,2025-07-23
U003086,0.095436,0,
U003087,0.000224,0,
U003088,0.011939,0,
U003089,0.000197,0,
U003090,0.003281,0,
U003091,0.000257,0,
U003092,0.006598,0,
U003093,0.942193,0,
U003094,0.000728,0,
U003095,0.886611,1,2025-07-11
U003096,0.000528,0,
U003097,0.015359,0,
U003098,0.103705,0,
U003099,0.775947,1,2025-07-24
U003100,0.000353,0,
U003101,0.000525,0,
U003102,0.320166,0,
U003103,0.156661,0,
U003104,0.019752,0,
U003105,0.001369,0,
U003106,0.066469,1,2025-07-19
U003107,0.613262,1,2025-07-08
U003108,0.149567,0,
U003109,0.026327,0,
U003110,0.013439,0,
U003111,0.003645,0,
U003112,0.856344,1,2025-07-02
U003113,0.040687,0,
U003114,0.000545,0,
U003115,0.150927,0,
U003116,0.136965,0,
U003117,0.019157,0,
U003118,0.072021,0,
U003119,0.323996,1,2025-07-17
U003120,0.01378,0,
U003121,0.038299,0,
U003122,0.136534,0,
U003123,0.000229,0,
U003124,0.760987,1,2025-07-15
U003125,0.004434,0,
U003126,0.005818,0,
U003127,0.732731,1,2025-07-10
U003128,0.034622,0,
U003129,0.006287,0,
U003130,0.093204,0,
U003131,0.896603,1,2025-07-20
U003132,0.596374,1,2025-07-10
U003133,0.914174,1,2025-07-18
U003134,0.001803,0,
U003135,0.032894,0,
U003136,0.095087,0,
U003137,0.000311,0,
U003138,0.261011,0,
U003139,0.002552,0,
U003140,0.013386,0,
U003141,0.01485,0,
U003142,0.011412,0,
U003143,0.002757,0,
U003144,0.329653,1,2025-07-08
U003145,0.106568,0,
U003146,0.012342,0,
U003147,0.002961,0,
U003148,0.846835,1,2025-07-22
U003149,0.00129,0,
U003150,0.009033,0,
U003151,0.011859,0,
U003152,0.270955,1,2025-07-28
U003153,0.402254,0,
U003154,0.382369,0,
U003155,0.276107,0,
U003156,0.180126,1,2025-07-04
U003157,0.020672,0,
U003158,0.004521,0,
U003159,0.00733,0,
U003160,0.006981,0,
U003161,0.164883,0,
U003162,0.220931,0,
U003163,0.016597,0,
U003164,0.011381,0,
U003165,0.126551,0,
U003166,0.021282,0,
U003167,0.816336,1,2025-07-10
U003168,0.012699,0,
U003169,0.02204,0,
U003170,0.900522,0,
U003171,0.243355,1,2025-07-06
U003172,0.016502,0,
U003173,0.014523,0,
U003174,0.000123,0,
U003175,0.773777,0,
U003176,0.253632,1,2025-07-11
U003177,0.696351,1,2025-07-22
U003178,0.040184,0,
U003179,0.003623,0,
U003180,0.038706,0,
U003181,0.192882,0,
U003182,0.005104,0,
U003183,0.004617,0,
U003184,0.008123,0,
U003185,0.797614,1,2025-07-23
U003186,0.006436,0,
U003187,0.009192,0,
U003188,0.130607,0,
U003189,0.753434,0,
U003190,0.331102,0,
U003191,0.99042,1,2025-07-09
U003192,0.001342,0,
U003193,0.79045,0,
U003194,0.765076,0,
U003195,0.023379,0,
U003196,0.047668,0,
U003197,0.012171,0,
U003198,0.004454,0,
U003199,0.025663,0,
U003200,9.9e-05,0,
U003201,0.182466,1,2025-07-13
U003202,0.007889,0,
U003203,0.221116,0,
U003204,0.034912,1,2025-07-05
U003205,0.007942,0,
U003206,0.015807,0,
U003207,0.001652,0,
U003208,0.217086,0,
U003209,0.585526,1,2025-07-06
U003210,0.046802,1,2025-07-23
U003211,0.22481,1,2025-07-07
U003212,0.104989,0,
U003213,0.083873,0,
U003214,0.00172,0,
U003215,0.000541,0,
U003216,0.502689,1,2025-07-22
U003217,0.248632,0,
U003218,0.009879,0,
U003219,0.546152,1,2025-07-29
U003220,0.009376,0,
U003221,0.458101,0,
U003222,0.01662,0,
U003223,0.271333,1,2025-07-29
U003224,0.014472,0,
U003225,0.000238,0,
U003226,0.16293,1,2025-07-14
U003227,0.000963,0,
U003228,0.485496,1,2025-07-13
U003229,0.541614,1,2025-07-09
U003230,0.002982,0,
U003231,0.006343,0,
U003232,0.424041,0,
U003233,0.08834,1,2025-07-10
U003234,0.555141,0,
U003235,0.000506,0,
U003236,0.799486,0,
U003237,0.003511,0,
U003238,0.206178,0,
U003239,0.026766,0,
U003240,0.000563,0,
U003241,0.947756,1,2025-07-17
U003242,0.339803,0,
U003243,0.005241,0,
U003244,0.903524,1,2025-07-25
U003245,0.00067,0,
U003246,0.000754,0,
U003247,0.000977,0,
U003248,0.03425,0,
U003249,0.000918,0,
U003250,0.003213,0,
U003251,0.00254,0,
U003252,0.54885,0,
U003253,0.311031,1,2025-07-05
U003254,0.186673,0,
U003255,0.0194,0,
U003256,0.242017,0,
U003257,0.001753,0,
U003258,0.685093,0,
U003259,0.646908,0,
U003260,0.023157,0,
U003261,0.001234,0,
U003262,0.509607,0,
U003263,0.598121,0,
U003264,0.093826,0,
U003265,0.917029,1,2025-07-16
U003266,0.633802,1,2025-07-14
U003267,0.000183,0,
U003268,0.266678,0,
U003269,0.005308,0,
U003270,0.019046,0,
U003271,0.000357,0,
U003272,0.98211,1,2025-07-19
U003273,0.156825,1,2025-07-19
U003274,0.024932,0,
U003275,0.003878,0,
U003276,0.022515,0,
U003277,0.127471,0,
U003278,0.093967,1,2025-07-20
U003279,0.005632,0,
U003280,0.049083,0,
U003281,0.486563,0,
U003282,0.007101,0,
U003283,0.047359,0,
U003284,0.003469,0,
U003285,0.0003,0,
U003286,0.009497,0,
U003287,0.204824,0,
U003288,0.065422,0,
U003289,0.005316,0,
U003290,0.054801,0,
U003291,0.438622,1,2025-07-31
U003292,0.001206,0,
U003293,0.000226,0,
U003294,0.160078,0,
U003295,0.006353,0,
U003296,0.183,0,
U003297,0.009311,0,
U003298,0.000108,0,
U003299,0.001675,0,
U003300,0.096413,0,
U003301,0.006903,0,
U003302,0.010387,0,
U003303,0.010957,0,
U003304,0.690035,1,2025-07-08
U003305,0.001739,0,
U003306,0.760564,1,2025-07-27
U003307,0.318889,0,
U003308,0.019263,0,
U003309,0.658582,1,2025-07-23
U003310,0.183599,0,
U003311,0.012466,0,
U003312,0.003219,0,
U003313,0.023986,0,
U003314,0.009552,0,
U003315,0.006178,0,
U003316,0.461516,1,2025-07-31
U003317,0.634516,1,2025-07-13
U003318,0.092416,0,
U003319,0.010136,0,
U003320,0.000994,0,
U003321,0.003249,0,
U003322,0.00031,0,
U003323,0.30688,0,
U003324,0.283643,0,
U003325,0.039763,0,
U003326,0.060742,0,
U003327,0.374765,1,2025-07-31
U003328,0.683841,1,2025-07-14
U003329,0.006061,0,
U003330,0.002162,0,
U003331,0.177029,0,
U003332,0.000633,0,
U003333,0.023883,0,
U003334,0.011758,0,
U003335,0.152353,0,
U003336,0.916732,1,2025-07-17
U003337,0.000877,0,
U003338,0.023612,0,
U003339,0.055332,0,
U003340,0.000989,0,
U003341,0.277857,0,
U003342,0.117732,0,
U003343,0.008576,0,
U003344,0.884446,1,2025-07-21
U003345,0.001004,0,
U003346,0.060103,0,
U003347,0.000293,0,
U003348,0.001124,0,
U003349,0.000501,0,
U003350,0.840965,1,2025-07-05
U003351,0.079805,0,
U003352,0.327581,0,
U003353,0.000511,0,
U003354,0.019575,0,
U003355,0.149885,0,
U003356,0.537467,1,2025-07-07
U003357,0.0002,0,
U003358,0.153331,0,
U003359,0.001336,0,
U003360,0.000525,0,
U003361,0.568832,1,2025-07-04
U003362,0.021146,0,
U003363,0.002712,0,
U003364,0.445437,0,
U003365,0.626161,1,2025-07-19
U003366,0.000928,0,
U003367,0.386969,0,
U003368,0.046044,0,
U003369,0.001388,0,
U003370,0.003481,0,
U003371,0.01702,0,
U003372,0.002883,0,
U003373,0.005239,0,
U003374,0.076859,0,
U003375,0.232462,1,2025-07-24
U003376,0.170208,1,2025-07-31
U003377,0.788398,1,2025-07-15
U003378,0.009856,0,
U003379,0.007062,0,
U003380,0.012013,0,
U003381,0.155709,0,
U003382,0.000325,0,
U003383,0.006289,0,
U003384,0.00045,0,
U003385,0.027589,0,
U003386,0.523319,0,
U003387,0.898682,1,2025-07-17
U003388,0.011154,0,
U003389,0.091342,0,
U003390,0.203954,0,
U003391,0.002681,0,
U003392,0.01989,0,
U003393,0.290915,0,
U003394,0.00058,0,
U003395,0.001825,0,
U003396,0.011894,0,
U003397,0.110751,0,
U003398,0.526641,0,
U003399,0.044618,0,
U003400,0.003141,0,
U003401,0.000492,0,
U003402,0.675028,0,
U003403,0.806157,1,2025-07-15
U003404,0.591551,1,2025-07-13
U003405,0.721496,1,2025-07-13
U003406,0.000395,0,
U003407,0.196995,0,
U003408,0.587504,1,2025-07-24
U003409,0.170622,0,
U003410,0.593383,0,
U003411,0.003247,0,
U003412,0.684863,1,2025-07-29
U003413,0.109477,0,
U003414,0.000362,0,
U003415,0.503178,0,
U003416,0.418645,1,2025-07-20
U003417,0.758188,1,2025-07-05
U003418,0.007719,0,
U003419,0.000245,0,
U003420,0.003281,0,
U003421,0.158538,0,
U003422,0.064159,0,
U003423,0.708774,1,2025-07-16
U003424,0.005483,0,
U003425,0.16494,1,2025-07-29
U003426,0.400252,1,2025-07-28
U003427,0.002885,0,
U003428,0.510086,1,2025-07-23
U003429,0.10217,0,
U003430,0.001722,0,
U003431,0.000302,0,
U003432,0.567983,0,
U003433,0.169216,1,2025-07-11
U003434,0.099212,0,
U003435,0.090879,0,
U003436,0.020008,0,
U003437,0.059111,0,
U003438,0.438633,0,
U003439,0.001171,0,
U003440,0.041375,0,
U003441,0.012693,0,
U003442,0.023916,0,
U003443,0.021485,0,
U003444,0.328556,0,
U003445,0.002724,0,
U003446,0.00561,0,
U003447,0.042306,0,
U003448,0.000947,0,
U003449,0.0208,0,
U003450,0.704396,1,2025-07-28
U003451,0.000367,0,
U003452,0.000283,0,
U003453,0.733738,0,
U003454,0.000966,0,
U003455,0.000205,0,
U003456,0.526415,0,
U003457,0.794662,1,2025-07-23
U003458,0.10143,0,
U003459,0.385657,0,
U003460,0.386436,0,
U003461,0.057303,0,
U003462,0.260063,0,
U003463,0.75705,1,2025-07-16
U003464,0.212542,0,
U003465,0.03011,0,
U003466,0.011407,0,
U003467,0.020058,0,
U003468,0.063363,0,
U003469,0.005403,0,
U003470,0.005366,0,
U003471,0.619811,1,2025-07-07
U003472,0.006323,0,
U003473,0.001354,0,
U003474,0.028838,0,
U003475,0.013782,0,
U003476,0.090386,0,
U003477,0.020188,0,
U003478,0.004687,0,
U003479,0.910541,1,2025-07-04
U003480,0.000265,0,
U003481,0.001409,0,
U003482,0.916728,1,2025-07-30
U003483,0.233677,1,2025-07-25
U003484,0.076554,0,
U003485,0.681655,1,2025-07-31
U003486,0.185898,0,
U003487,0.003678,0,
U003488,0.25539,0,
U003489,0.137902,0,
U003490,0.00708,0,
U003491,0.950518,1,2025-07-26
U003492,0.016572,0,
U003493,0.415306,0,
U003494,0.204286,1,2025-07-29
U003495,0.010877,0,
U003496,0.0009,0,
U003497,0.123051,0,
U003498,0.071982,0,
U003499,0.000742,0,
U003500,0.000864,0,
U003501,0.362103,1,2025-07-26
U003502,0.000541,0,
U003503,0.912944,1,2025-07-20
U003504,0.247146,1,2025-07-26
U003505,0.024861,0,
U003506,0.181679,0,
U003507,0.018075,0,
U003508,0.604303,1,2025-07-13
U003509,0.236262,0,
U003510,0.004359,0,
U003511,0.011235,0,
U003512,0.004253,0,
U003513,0.690208,0,
U003514,0.013231,1,2025-07-09
U003515,0.049923,0,
U003516,0.809508,0,
U003517,0.000649,0,
U003518,0.074418,0,
U003519,0.000287,0,
U003520,0.539158,0,
U003521,0.012424,0,
U003522,0.296697,0,
U003523,0.053447,0,
U003524,0.000619,0,
U003525,0.949492,1,2025-07-15
U003526,0.929003,1,2025-07-17
U003527,0.023758,0,
U003528,0.067652,0,
U003529,0.039065,0,
U003530,0.083375,0,
U003531,0.002297,0,
U003532,0.0017,0,
U003533,0.551196,1,2025-07-21
U003534,0.142317,0,
U003535,0.009653,0,
U003536,0.001501,0,
U003537,0.921091,1,2025-07-17
U003538,0.000222,0,
U003539,0.023192,0,
U003540,0.000524,0,
U003541,0.000127,0,
U003542,0.012181,0,
U003543,0.11159,0,
U003544,0.015759,0,
U003545,0.019999,0,
U003546,0.099299,0,
U003547,0.243149,0,
U003548,0.162997,1,2025-07-18
U003549,0.035732,0,
U003550,0.08061,0,
U003551,0.20084,0,
U003552,0.158498,0,
U003553,0.073435,0,
U003554,0.167198,0,
U003555,0.000219,0,
U003556,0.129849,0,
U003557,0.030221,0,
U003558,0.00313,0,
U003559,0.924528,1,2025-07-02
U003560,0.141911,0,
U003561,0.039205,0,
U003562,0.965967,1,2025-07-11
U003563,0.016242,0,
U003564,0.001713,0,
U003565,0.014495,0,
U003566,0.549828,0,
U003567,0.002141,0,
U003568,0.128815,0,
U003569,0.721114,0,
U003570,0.224417,1,2025-07-04
U003571,0.714081,1,2025-07-08
U003572,0.832792,1,2025-07-13
U003573,0.006594,0,
U003574,0.672417,1,2025-07-26
U003575,0.002295,0,
U003576,0.001192,0,
U003577,0.005197,0,
U003578,0.060254,0,
U003579,0.000876,0,
U003580,0.105332,0,
U003581,0.010863,0,
U003582,0.055599,1,2025-07-19
U003583,0.001031,0,
U003584,0.905343,1,2025-07-04
U003585,0.038701,0,
U003586,0.000181,0,
U003587,0.004225,0,
U003588,0.009741,0,
U003589,0.115201,0,
U003590,0.01747,0,
U003591,0.002117,0,
U003592,0.616514,0,
U003593,0.010226,0,
U003594,0.001367,0,
U003595,0.190411,1,2025-07-04
U003596,0.144377,0,
U003597,0.218248,1,2025-07-06
U003598,0.026232,0,
U003599,0.022532,0,
U003600,0.209582,1,2025-07-22
U003601,0.000392,0,
U003602,0.128594,0,
U003603,0.394586,0,
U003604,0.045496,0,
U003605,0.023195,0,
